dbn,sqrEnrollment,econNeedInd,grd8Ela,grd8Math,attdRate,pctChronAbs,sqrYear,pct10PlusYear1,pct10PlusYear1Lowest3rd,pct10PlusYear2,pct10PlusYear2Lowest3rd,pct10PlusYear3,pct10PlusYear3Lowest3rd,numYear1,numYear1Lowest3rd,numYear2,numYear2Lowest3rd,numYear3,numYear3Lowest3rd,numGradLowest3rd,numPERLowest3rd,pctCCPCILowest3rd,pctCollegeReadyLowest3rd,pctGradLowest3rd,pctPERLowest3rd,pctGradLevel1,pctGradLevel2,pctGradLevel34,numGradLevel1,numGradLevel2,numGradLevel34
10X237,489.0,0.871,2.666,2.289,0.834,0.484,2018,0.791,0.611,0.54,0.344,0.694,0.472,115.0,36.0,113.0,32.0,124.0,36.0,70.0,59.0,0.1,0.129,0.529,0.356,0.541,0.717,0.906,111,60,32
10X243,326.0,0.906,2.7,2.39,0.848,0.404,2018,0.861,0.741,0.797,0.654,0.679,0.556,79.0,27.0,79.0,26.0,84.0,27.0,39.0,26.0,0.282,0.231,0.795,0.423,0.769,0.957,1,65,47,19
10X264,426.0,0.793,2.743,2.59,0.841,0.453,2018,0.835,0.781,0.769,0.606,0.664,0.625,97.0,32.0,108.0,33.0,107.0,32.0,42.0,33.0,0.048,0.095,0.429,0.455,0.493,0.763,0.933,71,59,60
10X268,470.0,0.986,1.829,1.938,0.862,0.415,2018,0.613,0.458,0.581,0.35,0.664,0.467,93.0,24.0,129.0,20.0,143.0,15.0,51.0,43.0,0.078,0.118,0.294,0.163,0.396,,,53,5,3
10X284,380.0,0.907,2.577,2.257,0.804,0.593,2018,0.67,0.429,0.611,0.393,0.575,0.52,94.0,28.0,95.0,28.0,87.0,25.0,39.0,51.0,0.026,0.154,0.538,0.471,0.603,0.877,1,73,65,26
10X342,382.0,0.973,2.284,2.229,0.904,0.223,2018,0.905,0.85,0.83,0.765,0.778,0.708,63.0,20.0,94.0,17.0,99.0,24.0,44.0,43.0,0.386,0.205,0.455,0.372,0.628,0.946,,78,37,6
10X351,553.0,0.862,2.711,2.398,0.764,0.649,2018,0.897,0.83,0.815,0.606,0.734,0.556,146.0,47.0,119.0,33.0,124.0,36.0,66.0,47.0,0.03,0.182,0.47,0.213,0.488,0.7,0.833,84,50,36
10X353,495.0,0.845,2.748,2.515,0.884,0.344,2018,0.938,0.878,0.934,0.87,0.872,0.741,144.0,41.0,152.0,46.0,109.0,27.0,33.0,27.0,0.091,0.152,0.545,0.519,0.745,0.886,,51,35,12
10X368,523.0,0.807,2.893,2.442,0.906,0.289,2018,0.687,0.453,0.752,0.465,0.848,0.611,166.0,53.0,133.0,43.0,112.0,36.0,50.0,44.0,0.1,0.1,0.6,0.545,0.699,0.873,0.98,103,55,50
10X374,488.0,0.856,2.818,2.565,0.853,0.466,2018,0.917,0.857,0.82,0.818,0.742,0.553,132.0,42.0,111.0,33.0,128.0,38.0,51.0,31.0,0.078,0.353,0.843,0.419,0.815,0.97,1,81,66,38
10X433,447.0,0.927,2.532,2.216,0.798,0.546,2018,0.793,0.625,0.728,0.6,0.75,0.655,92.0,24.0,103.0,30.0,112.0,29.0,48.0,60.0,0.104,0.146,0.625,0.367,0.691,0.915,0.87,97,59,23
10X434,402.0,0.845,2.626,2.402,0.864,0.406,2018,0.83,0.647,0.832,0.594,0.91,0.862,106.0,34.0,95.0,32.0,89.0,29.0,47.0,23.0,0.191,0.447,0.787,0.739,0.826,0.921,0.95,69,89,40
10X437,356.0,0.807,3.045,2.665,0.918,0.272,2018,0.917,0.857,0.859,0.793,0.929,0.826,108.0,35.0,85.0,29.0,70.0,23.0,20.0,34.0,0.75,0.5,0.95,0.765,0.929,0.94,0.978,56,84,45
10X438,342.0,0.904,2.509,2.236,0.928,0.198,2018,0.832,0.697,0.815,0.69,0.738,0.478,101.0,33.0,92.0,29.0,80.0,23.0,33.0,40.0,0.182,0.273,0.788,0.35,0.682,0.941,,66,34,10
10X439,409.0,0.891,2.716,2.352,0.822,0.545,2018,0.869,0.735,0.847,0.714,0.817,0.724,107.0,34.0,111.0,35.0,93.0,29.0,49.0,57.0,0.02,0.306,0.878,0.614,0.808,0.981,1,99,52,21
10X440,1203.0,0.852,2.801,2.543,0.839,0.443,2018,0.751,0.547,0.767,0.653,0.699,0.453,261.0,75.0,365.0,101.0,345.0,86.0,105.0,179.0,0.238,0.076,0.39,0.134,0.403,0.836,0.92,181,110,125
10X442,427.0,0.81,2.922,2.627,0.91,0.329,2018,0.886,0.8,0.913,0.839,0.786,0.636,123.0,40.0,103.0,31.0,103.0,33.0,20.0,27.0,0.25,0.4,0.95,0.667,0.909,0.962,1,44,79,40
10X445,2995.0,0.399,4.142,4.336,0.968,0.063,2018,0.993,0.987,0.993,0.987,0.981,0.961,759.0,238.0,762.0,235.0,749.0,228.0,1.0,1.0,,,,,,,0.998,,1,1318
10X477,437.0,0.869,2.935,2.861,0.933,0.187,2018,0.935,0.862,0.95,0.917,0.956,0.933,92.0,29.0,120.0,36.0,113.0,30.0,31.0,30.0,0.323,0.452,0.806,0.767,0.814,0.923,0.978,59,65,46
10X524,335.0,0.989,1.8,1.933,0.848,0.441,2018,0.727,0.8,0.784,0.667,0.663,0.5,66.0,15.0,97.0,15.0,83.0,16.0,58.0,60.0,0.207,0.121,0.534,0.183,0.635,,,52,4,3
10X546,389.0,0.911,2.632,2.156,0.775,0.658,2018,0.783,0.517,0.713,0.485,0.639,0.548,92.0,29.0,108.0,33.0,97.0,31.0,32.0,44.0,0.094,0.313,0.656,0.409,0.662,0.837,,74,49,13
10X549,456.0,0.913,2.54,2.232,0.877,0.292,2018,0.845,0.793,0.773,0.656,0.795,0.667,97.0,29.0,110.0,32.0,112.0,33.0,51.0,46.0,0.373,0.471,0.725,0.348,0.717,0.909,1,99,66,26
10X565,410.0,0.887,2.57,2.293,0.83,0.481,2018,0.84,0.758,0.771,0.652,0.694,0.485,100.0,33.0,83.0,23.0,108.0,33.0,49.0,42.0,0.143,0.082,0.673,0.262,0.593,0.779,0.913,86,68,23
10X696,400.0,0.248,4.157,4.25,0.965,0.045,2018,1.0,1.0,0.991,1.0,1.0,1.0,96.0,25.0,112.0,30.0,101.0,29.0,,,,,,,,,0.993,,,138
11X249,315.0,0.715,2.865,2.611,0.914,0.232,2018,0.742,0.533,0.889,0.833,0.846,0.684,97.0,30.0,63.0,18.0,65.0,19.0,17.0,8.0,0.353,0.412,0.765,0.5,0.75,0.98,1,20,49,34
11X253,338.0,0.811,2.591,2.171,0.829,0.488,2018,0.829,0.75,0.763,0.667,0.759,0.474,70.0,16.0,76.0,15.0,87.0,19.0,48.0,49.0,0.104,0.125,0.438,0.184,0.494,0.813,,83,48,11
11X265,399.0,0.888,2.528,2.202,0.781,0.598,2018,0.848,0.697,0.706,0.444,0.685,0.5,99.0,33.0,85.0,27.0,111.0,36.0,61.0,54.0,0.016,0.213,0.443,0.315,0.496,0.74,1,115,50,16
11X270,377.0,0.82,2.511,2.167,0.814,0.544,2018,0.667,0.409,0.69,0.542,0.645,0.448,72.0,22.0,87.0,24.0,110.0,29.0,47.0,45.0,0.596,0.17,0.723,0.267,0.621,0.743,,87,35,10
11X275,569.0,0.833,2.663,2.467,0.872,0.325,2018,0.618,0.348,0.59,0.31,0.748,0.576,144.0,46.0,134.0,42.0,115.0,33.0,63.0,53.0,0.524,0.254,0.587,0.34,0.567,0.84,0.789,104,81,38
11X288,616.0,0.72,3.278,3.096,0.89,0.345,2018,0.814,0.698,0.875,0.733,0.865,0.714,140.0,43.0,152.0,45.0,155.0,49.0,34.0,25.0,0.118,0.176,0.529,0.24,0.528,0.947,0.986,53,95,142
11X290,395.0,0.867,2.612,2.244,0.902,0.286,2018,0.752,0.5,0.723,0.414,0.691,0.692,109.0,34.0,94.0,29.0,94.0,26.0,51.0,48.0,0.098,0.157,0.608,0.333,0.652,0.93,0.941,92,57,17
11X299,476.0,0.746,2.796,2.543,0.835,0.452,2018,0.631,0.389,0.678,0.459,0.687,0.429,122.0,36.0,121.0,37.0,115.0,35.0,43.0,49.0,0.0,0.14,0.605,0.449,0.663,0.833,0.907,83,78,43
11X418,441.0,0.82,2.645,2.248,0.831,0.522,2018,0.824,0.606,0.713,0.529,0.712,0.676,102.0,33.0,115.0,34.0,118.0,37.0,56.0,46.0,0.143,0.143,0.589,0.304,0.54,0.809,0.875,100,68,24
11X455,2000.0,0.747,2.603,2.254,0.903,0.234,2018,0.735,0.536,0.748,0.576,0.759,0.569,449.0,138.0,500.0,151.0,494.0,144.0,278.0,258.0,0.112,0.169,0.64,0.368,0.663,0.877,0.938,501,276,130
11X508,453.0,0.772,2.761,2.431,0.868,0.428,2018,0.941,0.892,0.89,0.75,0.764,0.6,118.0,37.0,109.0,36.0,106.0,30.0,48.0,41.0,0.042,0.104,0.688,0.512,0.705,0.818,1,88,55,36
11X509,363.0,0.97,2.109,2.136,0.878,0.388,2018,0.914,0.909,0.897,0.733,0.873,0.875,93.0,22.0,78.0,15.0,102.0,16.0,36.0,31.0,0.278,0.167,0.472,0.355,0.689,0.867,,45,15,1
11X513,403.0,0.952,2.084,2.131,0.915,0.259,2018,0.759,0.593,0.772,0.5,0.813,0.783,116.0,27.0,101.0,22.0,96.0,23.0,36.0,39.0,0.556,0.667,0.833,0.615,0.881,0.969,,67,32,5
11X514,405.0,0.776,2.548,2.126,0.906,0.244,2018,0.645,0.28,0.617,0.231,0.735,0.565,93.0,25.0,115.0,26.0,102.0,23.0,31.0,52.0,0.0,0.0,0.258,0.192,0.424,0.792,,59,24,7
11X542,501.0,0.703,2.947,2.629,0.903,0.29,2018,0.871,0.784,0.837,0.718,0.859,0.821,116.0,37.0,123.0,39.0,128.0,39.0,34.0,35.0,0.059,0.176,0.765,0.629,0.844,0.915,0.961,64,82,76
11X544,446.0,0.846,2.575,2.194,0.87,0.378,2018,0.922,0.938,0.75,0.567,0.761,0.567,64.0,16.0,108.0,30.0,134.0,30.0,61.0,75.0,0.033,0.115,0.639,0.307,0.688,0.81,1,125,58,24
11X545,346.0,0.85,2.408,2.129,0.808,0.49,2018,0.792,0.5,0.78,0.556,0.63,0.458,72.0,22.0,82.0,18.0,92.0,24.0,46.0,47.0,0.022,0.065,0.391,0.17,0.463,0.864,1,82,44,16
12X242,384.0,0.865,2.764,2.442,0.861,0.46,2018,0.813,0.6,0.812,0.714,0.792,0.677,91.0,30.0,85.0,28.0,96.0,31.0,32.0,25.0,0.25,0.281,0.75,0.6,0.82,0.922,0.98,50,64,50
12X248,411.0,0.938,2.374,2.112,0.763,0.674,2018,0.733,0.522,0.653,0.645,0.635,0.529,75.0,23.0,95.0,31.0,115.0,34.0,67.0,61.0,0.015,0.09,0.284,0.164,0.349,0.75,,106,44,12
12X251,351.0,0.932,2.427,2.202,0.829,0.479,2018,0.902,0.8,0.681,0.609,0.615,0.44,51.0,15.0,91.0,23.0,104.0,25.0,72.0,56.0,0.111,0.097,0.639,0.357,0.648,0.85,0.944,108,40,18
12X267,340.0,0.911,2.773,2.607,0.885,0.424,2018,0.904,0.857,0.9,0.828,0.874,0.786,83.0,28.0,90.0,29.0,87.0,28.0,25.0,29.0,0.24,0.16,0.88,0.586,0.895,0.953,1,57,43,49
12X271,403.0,0.926,2.541,2.221,0.82,0.521,2018,0.848,0.813,0.83,0.759,0.761,0.613,99.0,32.0,88.0,29.0,109.0,31.0,53.0,56.0,0.038,0.226,0.698,0.357,0.735,0.852,,102,54,12
12X372,296.0,0.883,2.599,2.351,0.775,0.684,2018,0.707,0.478,0.581,0.35,0.615,0.417,75.0,23.0,62.0,20.0,78.0,24.0,32.0,37.0,0.125,0.188,0.531,0.486,0.507,0.966,1,69,58,21
12X388,478.0,0.971,1.79,1.794,0.863,0.434,2018,0.948,0.938,0.935,0.867,0.897,0.8,115.0,16.0,139.0,15.0,126.0,15.0,36.0,32.0,0.306,0.222,0.5,0.344,0.714,,,35,1,
12X478,290.0,0.844,3.116,2.831,0.884,0.405,2018,1.0,1.0,0.933,0.875,0.957,0.87,72.0,24.0,75.0,24.0,69.0,23.0,16.0,8.0,0.063,0.375,0.813,0.875,0.862,0.932,0.93,29,59,43
12X479,254.0,0.909,2.505,2.191,0.787,0.569,2018,0.6,0.4,0.574,0.4,0.521,0.2,35.0,15.0,68.0,20.0,71.0,15.0,51.0,56.0,0.02,0.059,0.392,0.125,0.356,0.75,0.833,90,32,18
12X511,429.0,0.915,2.63,2.226,0.836,0.465,2018,0.913,0.818,0.653,0.5,0.775,0.484,104.0,33.0,98.0,26.0,111.0,31.0,42.0,49.0,0.071,0.048,0.524,0.49,0.61,0.789,0.938,82,38,16
12X521,429.0,0.889,2.469,2.199,0.8,0.57,2018,0.864,0.727,0.774,0.643,0.708,0.571,103.0,33.0,93.0,28.0,113.0,35.0,56.0,61.0,0.071,0.214,0.554,0.328,0.51,0.825,,104,63,14
12X550,448.0,0.98,2.067,2.0,0.837,0.461,2018,0.983,1.0,0.857,1.0,0.759,0.6,60.0,15.0,119.0,15.0,116.0,15.0,45.0,37.0,0.089,0.044,0.178,0.027,0.571,,,21,1,1
12X682,473.0,0.906,2.399,2.06,0.789,0.611,2018,0.777,0.533,0.684,0.553,0.762,0.75,103.0,30.0,114.0,38.0,130.0,40.0,77.0,75.0,0.039,0.221,0.61,0.387,0.618,0.825,0.941,136,63,17
12X684,491.0,0.899,2.445,2.09,0.787,0.621,2018,0.646,0.404,0.566,0.55,0.622,0.484,147.0,47.0,129.0,40.0,98.0,31.0,52.0,67.0,0.038,0.058,0.308,0.254,0.33,0.776,1,100,49,16
13K265,261.0,0.901,2.74,2.267,0.785,0.6,2018,0.692,0.524,0.746,0.524,0.691,0.636,65.0,21.0,63.0,21.0,68.0,22.0,16.0,42.0,0.0,0.0,0.313,0.119,0.574,0.917,0.938,68,24,16
13K350,221.0,0.802,2.674,2.224,0.765,0.563,2018,0.885,0.867,0.726,0.6,0.738,0.6,26.0,15.0,62.0,20.0,65.0,20.0,23.0,26.0,0.043,0.043,0.652,0.423,0.707,0.868,,41,38,11
13K412,425.0,0.829,2.689,2.252,0.841,0.463,2018,0.73,0.5,0.639,0.447,0.636,0.394,122.0,40.0,119.0,38.0,99.0,33.0,53.0,46.0,0.038,0.151,0.698,0.261,0.66,0.926,,100,54,14
13K419,562.0,0.754,2.93,2.705,0.941,0.169,2018,0.943,0.891,0.878,0.825,0.802,0.861,174.0,55.0,131.0,40.0,121.0,36.0,39.0,37.0,0.333,0.333,0.769,0.486,0.736,0.951,0.984,72,81,62
13K430,5838.0,0.533,4.077,4.265,0.959,0.094,2018,0.98,0.945,0.981,0.96,0.963,0.933,1516.0,472.0,1546.0,481.0,1432.0,460.0,2.0,2.0,,,,,,1,0.983,,22,2441
13K439,354.0,0.97,1.961,2.274,0.9,0.335,2018,0.96,0.938,0.921,1.0,0.843,0.889,75.0,16.0,89.0,15.0,102.0,18.0,58.0,75.0,0.362,0.483,0.707,0.587,0.789,0.941,,71,17,3
13K483,449.0,0.685,2.973,2.589,0.896,0.346,2018,0.938,0.919,0.885,0.75,0.881,0.813,113.0,37.0,113.0,36.0,109.0,32.0,26.0,35.0,0.077,0.192,0.808,0.571,0.817,0.952,1,60,84,65
13K499,193.0,0.833,2.583,2.189,0.768,0.52,2018,0.667,0.667,0.556,0.467,0.648,0.533,21.0,15.0,45.0,15.0,54.0,15.0,44.0,40.0,0.273,0.295,0.636,0.45,0.613,0.933,,75,45,8
13K527,298.0,0.786,2.803,2.41,0.866,0.484,2018,0.926,0.857,0.855,0.625,0.959,0.955,68.0,21.0,83.0,24.0,74.0,22.0,24.0,31.0,0.292,0.208,0.667,0.581,0.684,0.895,1,57,38,26
13K595,364.0,0.607,3.452,3.215,0.923,0.201,2018,0.867,0.667,0.938,0.87,0.716,0.769,90.0,27.0,81.0,23.0,81.0,26.0,3.0,12.0,,,,0.75,0.909,1,0.987,22,54,76
13K605,756.0,0.759,2.747,2.502,0.883,0.356,2018,0.768,0.605,0.792,0.691,0.675,0.673,250.0,81.0,207.0,68.0,163.0,52.0,55.0,56.0,0.109,0.073,0.564,0.286,0.594,0.83,0.897,101,94,29
13K670,844.0,0.677,3.355,3.143,0.872,0.436,2018,0.8,0.628,0.772,0.656,0.886,0.81,240.0,78.0,197.0,61.0,201.0,63.0,9.0,20.0,0.111,0.222,0.556,0.55,0.75,0.912,0.955,28,91,289
13K674,439.0,0.647,3.0,2.919,0.873,0.357,2018,0.835,0.625,0.747,0.531,0.702,0.677,103.0,32.0,99.0,32.0,94.0,31.0,29.0,27.0,0.103,0.207,0.517,0.63,0.638,0.843,0.928,58,70,69
14K071,319.0,0.914,2.346,2.039,0.87,0.381,2018,0.644,0.444,0.747,0.692,0.629,0.393,59.0,18.0,83.0,26.0,97.0,28.0,46.0,60.0,0.087,0.174,0.587,0.283,0.538,0.892,,91,37,13
14K449,678.0,0.54,4.014,4.169,0.92,0.328,2018,0.962,0.922,0.958,0.922,0.975,0.957,157.0,51.0,166.0,51.0,157.0,46.0,,1.0,,,,,,,0.975,,7,321
14K454,269.0,0.837,2.553,2.19,0.835,0.52,2018,0.885,0.857,0.845,0.688,0.811,0.889,87.0,21.0,58.0,16.0,74.0,18.0,19.0,29.0,0.526,0.105,0.684,0.207,0.703,0.905,,37,21,7
14K474,766.0,0.899,2.593,2.281,0.841,0.417,2018,0.803,0.538,0.665,0.49,0.723,0.522,132.0,39.0,182.0,51.0,220.0,67.0,101.0,108.0,0.099,0.188,0.634,0.25,0.636,0.898,0.98,195,137,50
14K477,335.0,0.891,2.566,2.174,0.732,0.657,2018,0.818,0.733,0.613,0.471,0.792,0.706,33.0,15.0,75.0,17.0,77.0,17.0,53.0,68.0,0.17,0.094,0.472,0.176,0.546,0.764,0.944,97,55,18
14K478,872.0,0.837,2.694,2.48,0.852,0.379,2018,0.772,0.627,0.867,0.784,0.803,0.655,206.0,67.0,241.0,74.0,188.0,58.0,93.0,70.0,0.161,0.14,0.688,0.314,0.667,0.88,0.952,153,167,83
14K488,512.0,0.748,2.948,2.621,0.841,0.483,2018,0.869,0.821,0.924,0.86,0.866,0.75,122.0,39.0,132.0,43.0,134.0,44.0,27.0,35.0,0.148,0.222,0.852,0.514,0.862,0.933,0.984,65,89,62
14K558,566.0,0.733,2.86,2.647,0.923,0.212,2018,0.95,0.904,0.894,0.909,0.921,0.878,161.0,52.0,142.0,44.0,127.0,41.0,37.0,50.0,0.892,0.324,0.919,0.38,0.922,0.977,1,90,87,67
14K561,676.0,0.772,2.938,2.654,0.893,0.304,2018,0.958,0.907,0.894,0.81,0.89,0.82,165.0,54.0,179.0,58.0,155.0,50.0,38.0,38.0,0.158,0.474,0.842,0.684,0.913,0.969,0.979,69,130,94
14K586,331.0,0.908,2.496,2.101,0.812,0.562,2018,0.703,0.545,0.831,0.789,0.687,0.593,74.0,22.0,77.0,19.0,83.0,27.0,60.0,45.0,0.05,0.317,0.617,0.489,0.625,0.831,,88,59,9
14K610,399.0,0.83,2.442,2.229,0.821,0.541,2018,0.76,0.563,0.713,0.6,0.573,0.483,100.0,32.0,94.0,30.0,89.0,29.0,74.0,22.0,0.162,0.23,0.703,0.227,0.691,0.86,,81,50,14
14K614,243.0,0.782,2.922,2.589,0.882,0.37,2018,0.936,0.885,0.79,0.722,0.917,0.867,78.0,26.0,62.0,18.0,36.0,15.0,14.0,14.0,0.071,0.286,0.929,0.786,0.935,1,1,31,44,33
14K685,236.0,0.89,2.527,2.198,0.834,0.494,2018,0.836,0.722,0.765,0.706,0.875,0.765,55.0,18.0,51.0,17.0,56.0,17.0,33.0,33.0,0.636,0.364,0.818,0.303,0.684,0.686,,57,35,6
15K429,206.0,0.793,2.817,2.503,0.898,0.358,2018,0.947,0.931,0.944,0.867,0.867,0.8,95.0,29.0,36.0,15.0,45.0,15.0,15.0,19.0,0.4,0.267,1.0,0.368,0.759,0.864,,29,22,6
15K448,415.0,0.713,2.899,2.496,0.856,0.43,2018,0.869,0.882,0.676,0.333,0.796,0.563,99.0,17.0,105.0,15.0,108.0,16.0,40.0,35.0,0.175,0.55,0.65,0.571,0.73,0.935,0.923,74,62,26
15K462,439.0,0.795,2.856,2.493,0.848,0.471,2018,0.791,0.605,0.746,0.538,0.756,0.5,139.0,43.0,122.0,39.0,90.0,28.0,31.0,26.0,0.0,0.161,0.548,0.577,0.767,0.871,0.923,60,62,26
15K463,215.0,0.77,2.716,2.361,0.818,0.544,2018,0.436,0.133,0.527,0.333,0.517,0.471,39.0,15.0,55.0,15.0,60.0,17.0,29.0,17.0,0.069,0.103,0.448,0.294,0.553,0.743,0.867,38,35,15
15K464,428.0,0.721,2.746,2.497,0.868,0.448,2018,0.817,0.543,0.76,0.632,0.792,0.625,109.0,35.0,121.0,38.0,106.0,32.0,34.0,40.0,0.765,0.206,0.676,0.35,0.612,0.795,1,67,44,16
15K497,256.0,0.77,2.736,2.478,0.81,0.508,2018,0.883,0.789,0.696,0.381,0.6,0.294,60.0,19.0,69.0,21.0,55.0,17.0,28.0,30.0,0.036,0.071,0.357,0.3,0.558,0.766,0.933,52,47,30
15K519,584.0,0.807,2.795,2.411,0.788,0.516,2018,0.819,0.618,0.727,0.583,0.686,0.48,116.0,34.0,128.0,36.0,169.0,50.0,47.0,39.0,0.638,0.277,0.745,0.231,0.686,0.95,0.972,86,80,36
15K592,270.0,0.862,2.62,2.398,0.848,0.462,2018,0.797,0.625,0.712,0.333,0.653,0.267,59.0,16.0,59.0,15.0,72.0,15.0,35.0,26.0,0.114,0.314,0.629,0.192,0.625,0.905,0.933,48,21,15
15K656,867.0,0.661,3.159,2.74,0.9,0.329,2018,0.866,0.787,0.827,0.662,0.845,0.742,238.0,75.0,226.0,68.0,207.0,62.0,42.0,26.0,0.095,0.333,0.881,0.577,0.741,0.861,0.942,85,165,120
15K667,1230.0,0.863,2.7,2.523,0.843,0.447,2018,0.818,0.633,0.719,0.59,0.787,0.685,292.0,90.0,324.0,100.0,300.0,92.0,103.0,113.0,0.117,0.243,0.738,0.345,0.709,0.903,0.957,199,226,92
15K684,672.0,0.414,3.835,3.722,0.952,0.121,2018,0.994,1.0,1.0,1.0,1.0,1.0,177.0,50.0,164.0,50.0,159.0,42.0,3.0,2.0,,,,,,0.981,1,6,52,209
16K455,428.0,0.85,2.426,2.156,0.821,0.484,2018,0.798,0.655,0.637,0.515,0.645,0.6,99.0,29.0,135.0,33.0,93.0,25.0,53.0,77.0,0.358,0.094,0.642,0.169,0.593,0.895,1,113,38,19
16K498,594.0,0.829,2.776,2.462,0.817,0.455,2018,0.885,0.833,0.667,0.435,0.691,0.563,130.0,42.0,144.0,46.0,152.0,48.0,46.0,69.0,0.065,0.065,0.652,0.304,0.664,0.854,0.965,125,103,57
16K594,168.0,0.872,2.546,2.157,0.799,0.603,2018,0.846,0.8,0.763,0.842,0.676,0.667,26.0,15.0,59.0,19.0,37.0,15.0,14.0,26.0,0.0,0.143,0.286,0.269,0.382,0.75,,34,24,8
16K688,135.0,0.935,2.347,2.021,0.826,0.542,2018,0.909,0.933,0.844,0.867,0.667,0.667,22.0,15.0,32.0,15.0,24.0,15.0,31.0,23.0,0.065,0.065,0.774,0.217,0.717,0.824,,46,17,1
16K765,273.0,0.838,2.538,2.264,0.724,0.704,2018,0.5,0.4,0.531,0.389,0.596,0.417,46.0,15.0,64.0,18.0,89.0,24.0,28.0,1.0,0.071,0.214,0.643,,0.625,0.818,,24,22,7
17K122,592.0,0.645,2.853,2.587,0.926,0.182,2018,0.796,0.514,0.787,0.784,0.639,0.583,113.0,37.0,122.0,37.0,119.0,36.0,24.0,26.0,0.375,0.25,0.583,0.654,0.661,0.76,0.977,62,75,44
17K382,287.0,0.804,2.605,2.214,0.845,0.48,2018,0.746,0.55,0.64,0.467,0.608,0.375,67.0,20.0,75.0,15.0,74.0,16.0,31.0,29.0,0.097,0.258,0.548,0.172,0.6,0.893,,40,28,5
17K408,208.0,0.84,2.528,2.237,0.823,0.429,2018,0.77,0.667,0.75,0.6,0.784,0.733,61.0,15.0,48.0,15.0,37.0,15.0,28.0,26.0,0.0,0.179,0.679,0.154,0.5,1,,34,23,4
17K524,417.0,0.957,1.93,2.03,0.888,0.316,2018,0.943,0.944,0.924,1.0,0.846,0.867,87.0,18.0,105.0,17.0,104.0,15.0,73.0,56.0,0.178,0.233,0.644,0.304,0.721,,,68,9,2
17K528,197.0,0.787,2.748,2.408,0.865,0.41,2018,0.729,0.533,0.683,0.6,0.45,0.4,48.0,15.0,60.0,15.0,40.0,15.0,18.0,23.0,0.333,0.389,0.778,0.261,0.633,0.842,,30,19,9
17K531,390.0,0.77,2.66,2.343,0.881,0.305,2018,0.803,0.526,0.775,0.714,0.825,0.542,66.0,19.0,80.0,21.0,103.0,24.0,42.0,24.0,0.119,0.214,0.643,0.458,0.771,0.879,0.889,48,58,18
17K537,480.0,0.794,2.655,2.259,0.852,0.418,2018,0.839,0.75,0.758,0.774,0.703,0.692,118.0,36.0,120.0,31.0,101.0,26.0,48.0,48.0,0.021,0.167,0.688,0.438,0.764,0.843,0.857,72,51,28
17K539,354.0,0.814,2.629,2.246,0.846,0.44,2018,0.783,0.556,0.696,0.467,0.646,0.476,69.0,18.0,79.0,15.0,96.0,21.0,56.0,37.0,0.018,0.089,0.571,0.514,0.775,0.933,0.778,80,45,18
17K543,340.0,0.605,3.525,3.431,0.961,0.09,2018,0.977,0.929,0.967,0.9,0.795,0.741,86.0,28.0,92.0,30.0,88.0,27.0,5.0,4.0,0.4,0.0,0.6,,,0.905,0.99,7,42,99
17K546,454.0,0.73,3.239,2.901,0.935,0.155,2018,0.928,0.829,0.87,0.694,0.882,0.743,111.0,35.0,108.0,36.0,110.0,35.0,16.0,11.0,0.125,0.313,0.75,0.727,0.867,0.913,0.98,30,69,101
17K547,373.0,0.763,2.724,2.486,0.894,0.327,2018,0.753,0.609,0.615,0.333,0.675,0.576,77.0,23.0,91.0,24.0,117.0,33.0,34.0,40.0,0.029,0.176,0.382,0.4,0.5,0.813,,60,48,12
17K548,296.0,0.808,2.651,2.224,0.87,0.409,2018,0.759,0.643,0.769,0.533,0.771,0.571,87.0,28.0,52.0,15.0,70.0,21.0,41.0,48.0,0.0,0.073,0.659,0.333,0.663,0.875,0.941,86,48,17
17K590,901.0,0.559,3.656,3.54,0.912,0.287,2018,0.919,0.802,0.848,0.676,0.629,0.627,248.0,81.0,223.0,68.0,210.0,67.0,12.0,8.0,0.25,0.417,0.917,0.625,0.85,0.953,0.991,20,86,316
17K600,1221.0,0.715,2.83,2.458,0.876,0.36,2018,0.754,0.628,0.712,0.56,0.713,0.613,301.0,94.0,285.0,84.0,265.0,80.0,121.0,108.0,0.231,0.165,0.587,0.324,0.673,0.806,0.963,208,191,82
17K745,381.0,0.707,2.76,2.413,0.912,0.267,2018,0.933,0.893,0.932,0.923,0.843,0.773,105.0,28.0,103.0,26.0,89.0,22.0,27.0,25.0,0.222,0.259,0.889,0.6,0.957,0.973,,47,37,4
17K751,359.0,0.808,2.762,2.461,0.845,0.547,2018,0.781,0.652,0.635,0.379,0.67,0.483,73.0,23.0,96.0,29.0,91.0,29.0,26.0,37.0,0.115,0.308,0.692,0.514,0.763,0.875,0.969,59,48,32
18K563,730.0,0.754,2.82,2.532,0.911,0.223,2018,0.954,0.894,0.905,0.774,0.904,0.879,175.0,47.0,221.0,53.0,167.0,33.0,44.0,40.0,0.818,0.409,0.886,0.425,0.854,0.949,1,82,78,54
18K566,195.0,0.752,2.505,2.086,0.906,0.242,2018,0.732,0.667,0.578,0.267,0.635,0.2,41.0,15.0,64.0,15.0,52.0,15.0,23.0,21.0,0.0,0.087,0.522,0.19,0.559,0.897,,34,29,8
