dbn,sqrEnrollment,econNeedInd,grd8Ela,grd8Math,attdRate,pctChronAbs,sqrYear,pct10PlusYear1,pct10PlusYear1Lowest3rd,pct10PlusYear2,pct10PlusYear2Lowest3rd,pct10PlusYear3,pct10PlusYear3Lowest3rd,numYear1,numYear1Lowest3rd,numYear2,numYear2Lowest3rd,numYear3,numYear3Lowest3rd,numGradLowest3rd,numPERLowest3rd,pctCCPCILowest3rd,pctCollegeReadyLowest3rd,pctGradLowest3rd,pctPERLowest3rd,pctGradLevel1,pctGradLevel2,pctGradLevel34,numGradLevel1,numGradLevel2,numGradLevel34
18K567,362.0,0.777,2.635,2.269,0.808,0.653,2018,0.728,0.594,0.657,0.563,0.904,0.81,103.0,32.0,105.0,32.0,73.0,21.0,35.0,48.0,0.114,0.257,0.743,0.396,0.76,0.877,0.938,75,65,16
18K569,353.0,0.724,2.53,2.174,0.871,0.337,2018,0.791,0.545,0.716,0.538,0.785,0.654,67.0,22.0,88.0,26.0,93.0,26.0,51.0,29.0,0.333,0.294,0.725,0.379,0.75,0.898,,68,59,14
18K576,401.0,0.755,2.571,2.283,0.882,0.379,2018,0.723,0.333,0.765,0.613,0.784,0.724,83.0,27.0,98.0,31.0,97.0,29.0,43.0,25.0,0.023,0.163,0.628,0.2,0.629,0.919,,70,74,13
18K617,255.0,0.736,2.532,2.263,0.837,0.516,2018,0.773,0.733,0.778,0.438,0.693,0.722,44.0,15.0,63.0,16.0,75.0,18.0,33.0,32.0,0.0,0.182,0.394,0.281,0.521,0.793,0.813,48,29,16
18K629,319.0,0.756,2.585,2.299,0.874,0.379,2018,0.863,0.8,0.798,0.625,0.633,0.5,51.0,15.0,89.0,16.0,79.0,18.0,35.0,44.0,0.088,0.059,0.514,0.227,0.578,0.895,,64,38,14
18K633,424.0,0.703,2.981,2.69,0.891,0.393,2018,0.872,0.865,0.886,0.75,0.835,0.667,117.0,37.0,79.0,24.0,109.0,36.0,23.0,32.0,0.0,0.174,0.739,0.656,0.811,0.976,0.98,53,83,50
18K637,285.0,0.807,2.627,2.321,0.859,0.474,2018,0.845,0.647,0.758,0.333,0.854,0.65,58.0,17.0,66.0,15.0,89.0,20.0,29.0,28.0,0.138,0.172,0.586,0.607,0.654,0.931,1,52,29,17
18K642,278.0,0.789,2.507,2.179,0.797,0.613,2018,0.683,0.8,0.754,0.867,0.725,0.6,41.0,15.0,65.0,15.0,80.0,15.0,41.0,37.0,0.0,0.049,0.341,0.162,0.354,0.838,,65,37,8
19K404,326.0,0.778,2.922,2.364,0.858,0.488,2018,0.811,0.667,0.741,0.667,0.818,0.76,90.0,30.0,85.0,27.0,77.0,25.0,26.0,40.0,0.038,0.154,0.769,0.6,0.773,0.947,0.976,75,57,41
19K409,276.0,0.807,2.807,2.549,0.887,0.409,2018,0.904,0.893,0.765,0.727,0.853,0.818,83.0,28.0,68.0,22.0,68.0,22.0,23.0,16.0,0.522,0.087,0.609,0.375,0.694,0.925,1,36,40,34
19K422,242.0,0.762,2.675,2.39,0.886,0.355,2018,0.756,0.577,0.849,0.821,0.875,0.727,78.0,26.0,86.0,28.0,72.0,22.0,1.0,,,,,,,,,1,,
19K502,333.0,0.863,2.479,2.147,0.8,0.562,2018,0.736,0.591,0.663,0.48,0.618,0.417,72.0,22.0,86.0,25.0,76.0,24.0,54.0,27.0,0.037,0.222,0.63,0.296,0.642,0.778,,81,45,14
19K504,264.0,0.882,2.364,2.114,0.742,0.614,2018,0.829,0.8,0.655,0.467,0.462,0.333,41.0,15.0,55.0,15.0,65.0,15.0,55.0,52.0,0.127,0.091,0.473,0.173,0.584,0.583,,77,36,8
19K507,450.0,0.858,2.656,2.271,0.854,0.381,2018,0.857,0.783,0.733,0.581,0.706,0.533,77.0,23.0,135.0,31.0,109.0,30.0,51.0,58.0,0.02,0.098,0.686,0.241,0.571,0.809,1,98,47,16
19K510,262.0,0.858,2.55,2.233,0.801,0.588,2018,0.647,0.467,0.576,0.467,0.713,0.667,51.0,15.0,66.0,15.0,80.0,21.0,30.0,39.0,0.0,0.067,0.5,0.205,0.553,1,,47,24,7
19K583,243.0,0.988,1.817,1.873,0.899,0.326,2018,0.779,0.8,0.883,,0.803,,68.0,15.0,60.0,10.0,61.0,4.0,21.0,26.0,0.381,0.095,0.619,0.308,0.905,,,21,3,
19K615,713.0,0.791,2.618,2.338,0.865,0.345,2018,0.846,0.652,0.671,0.426,0.757,0.655,143.0,46.0,173.0,54.0,177.0,55.0,105.0,105.0,0.267,0.162,0.629,0.2,0.63,0.854,0.922,192,137,64
19K618,403.0,0.784,2.731,2.443,0.87,0.383,2018,0.867,0.714,0.856,0.656,0.763,0.613,105.0,35.0,104.0,32.0,97.0,31.0,41.0,53.0,0.268,0.171,0.707,0.377,0.699,0.917,1,93,48,20
19K639,384.0,0.894,2.502,2.237,0.823,0.523,2018,0.779,0.68,0.634,0.591,0.644,0.294,95.0,25.0,112.0,22.0,90.0,17.0,38.0,46.0,0.158,0.132,0.5,0.283,0.538,0.731,,78,26,12
19K659,251.0,0.84,2.531,2.333,0.864,0.461,2018,0.955,0.963,0.841,0.667,0.82,0.6,88.0,27.0,63.0,15.0,50.0,15.0,20.0,36.0,0.15,0.25,0.75,0.306,0.689,0.857,,45,28,14
19K660,407.0,0.892,2.494,2.163,0.764,0.607,2018,0.882,0.818,0.692,0.719,0.786,0.655,68.0,22.0,104.0,32.0,98.0,29.0,69.0,98.0,0.681,0.188,0.681,0.286,0.632,0.836,0.938,144,61,16
19K683,287.0,0.873,2.574,2.132,0.819,0.518,2018,0.927,0.867,0.798,0.682,0.695,0.45,41.0,15.0,84.0,22.0,82.0,20.0,61.0,32.0,0.033,0.23,0.59,0.313,0.641,0.939,,78,33,13
19K764,313.0,0.816,2.755,2.405,0.853,0.475,2018,0.816,0.571,0.819,0.579,0.838,0.684,76.0,21.0,72.0,19.0,74.0,19.0,33.0,2.0,0.061,0.242,0.606,,0.72,0.889,,25,18,9
20K445,3563.0,0.798,2.875,2.969,0.862,0.338,2018,0.839,0.698,0.744,0.523,0.771,0.608,796.0,245.0,870.0,239.0,885.0,240.0,220.0,208.0,0.155,0.186,0.5,0.365,0.615,0.839,0.936,390,539,532
20K485,1278.0,0.762,3.018,3.053,0.924,0.181,2018,0.885,0.702,0.863,0.72,0.87,0.776,323.0,104.0,307.0,100.0,301.0,85.0,68.0,80.0,0.662,0.441,0.779,0.55,0.757,0.908,0.975,148,196,237
20K490,4582.0,0.736,3.122,3.085,0.899,0.284,2018,0.857,0.715,0.806,0.667,0.796,0.649,1129.0,347.0,1112.0,303.0,1115.0,299.0,224.0,259.0,0.107,0.179,0.46,0.205,0.561,0.824,0.95,378,540,833
20K505,3061.0,0.872,2.761,2.715,0.851,0.396,2018,0.809,0.605,0.714,0.584,0.688,0.605,598.0,172.0,784.0,173.0,831.0,157.0,235.0,270.0,0.179,0.17,0.409,0.226,0.55,0.816,0.923,342,347,235
20K609,328.0,0.847,3.092,2.848,0.901,0.369,2018,0.956,0.931,0.937,0.92,0.958,0.85,91.0,29.0,79.0,25.0,72.0,20.0,26.0,13.0,0.231,0.346,0.808,0.385,0.878,0.978,1,41,46,61
21K337,337.0,0.969,1.849,2.387,0.901,0.298,2018,0.851,0.813,0.833,0.813,0.802,0.933,74.0,16.0,90.0,16.0,91.0,15.0,43.0,55.0,0.419,0.186,0.558,0.309,0.76,,,50,9,7
21K344,639.0,0.749,2.961,2.713,0.84,0.465,2018,0.8,0.514,0.81,0.682,0.744,0.614,130.0,35.0,168.0,44.0,156.0,44.0,49.0,43.0,0.265,0.184,0.571,0.186,0.564,0.769,0.899,78,78,69
21K348,242.0,0.808,2.599,2.435,0.76,0.665,2018,0.724,0.429,0.671,0.56,0.648,0.529,76.0,21.0,79.0,25.0,54.0,17.0,13.0,26.0,0.0,0.231,0.538,0.346,0.634,0.741,,41,27,10
21K410,1998.0,0.824,2.835,2.588,0.87,0.356,2018,0.767,0.642,0.717,0.649,0.724,0.524,454.0,137.0,565.0,131.0,439.0,124.0,185.0,165.0,0.189,0.222,0.551,0.236,0.635,0.869,0.947,293,260,189
21K468,366.0,0.574,3.353,3.203,0.915,0.238,2018,0.99,0.968,0.955,0.889,0.918,0.821,98.0,31.0,89.0,27.0,85.0,28.0,4.0,6.0,,,,0.5,,0.981,1,12,52,102
21K525,3789.0,0.674,3.129,3.105,0.911,0.23,2018,0.804,0.604,0.806,0.596,0.796,0.679,908.0,275.0,897.0,277.0,912.0,287.0,192.0,184.0,0.292,0.177,0.469,0.332,0.553,0.833,0.956,374,526,803
21K540,2309.0,0.801,2.901,2.905,0.906,0.21,2018,0.844,0.706,0.825,0.688,0.76,0.587,519.0,160.0,542.0,157.0,591.0,155.0,146.0,104.0,0.24,0.247,0.589,0.394,0.612,0.903,0.933,224,308,223
21K559,303.0,0.774,2.876,2.586,0.862,0.42,2018,0.882,0.769,0.75,0.722,0.753,0.609,85.0,26.0,72.0,18.0,73.0,23.0,18.0,28.0,0.056,0.222,0.833,0.321,0.814,0.98,0.923,43,49,26
21K572,347.0,0.804,2.944,2.796,0.836,0.478,2018,0.919,0.913,0.905,0.889,0.892,0.87,86.0,23.0,95.0,27.0,83.0,23.0,19.0,16.0,0.947,0.474,0.842,0.5,0.848,0.939,0.913,33,49,23
21K620,458.0,0.775,2.556,2.326,0.842,0.478,2018,0.828,0.7,0.577,0.421,0.619,0.556,93.0,30.0,123.0,38.0,97.0,27.0,67.0,65.0,0.224,0.149,0.507,0.246,0.528,0.886,0.938,123,88,32
21K690,634.0,0.72,2.993,2.854,0.86,0.426,2018,0.832,0.614,0.89,0.778,0.793,0.875,149.0,44.0,127.0,36.0,169.0,48.0,44.0,35.0,0.273,0.318,0.636,0.543,0.679,0.882,0.922,81,102,90
22K405,4058.0,0.656,3.532,3.535,0.929,0.185,2018,0.923,0.807,0.936,0.826,0.931,0.838,1080.0,347.0,1057.0,344.0,1031.0,334.0,94.0,106.0,0.266,0.298,0.606,0.462,0.643,0.813,0.979,213,305,1217
22K425,3657.0,0.658,3.128,3.019,0.936,0.13,2018,0.858,0.771,0.811,0.688,0.801,0.657,998.0,301.0,876.0,247.0,879.0,239.0,196.0,157.0,0.179,0.179,0.52,0.471,0.664,0.909,0.94,292,396,599
22K535,1011.0,0.446,3.81,3.919,0.953,0.088,2018,0.957,0.899,0.989,0.962,0.958,0.915,230.0,69.0,268.0,79.0,239.0,71.0,12.0,23.0,0.5,0.167,0.583,0.565,0.571,0.841,0.985,35,44,393
22K555,622.0,0.556,3.573,3.462,0.953,0.109,2018,0.956,0.882,0.955,0.88,0.701,0.689,160.0,51.0,157.0,50.0,157.0,45.0,13.0,5.0,0.769,0.231,0.923,0.8,0.95,0.955,0.995,20,44,190
22K611,427.0,0.814,2.826,2.581,0.834,0.525,2018,0.851,0.7,0.896,0.75,0.836,0.667,74.0,20.0,106.0,24.0,122.0,24.0,33.0,26.0,0.121,0.152,0.697,0.308,0.653,0.946,1,49,56,24
23K493,271.0,0.81,2.619,2.253,0.857,0.454,2018,0.827,0.688,0.845,0.813,0.735,0.533,52.0,16.0,71.0,16.0,68.0,15.0,31.0,41.0,0.065,0.29,0.774,0.293,0.585,0.915,,65,47,11
23K514,157.0,0.881,2.364,2.121,0.823,0.497,2018,0.852,0.867,0.667,0.6,0.732,0.467,27.0,15.0,30.0,15.0,41.0,15.0,38.0,48.0,0.026,0.053,0.368,0.292,0.556,0.75,,63,32,10
23K644,363.0,0.723,2.54,2.534,0.89,0.321,2018,0.902,0.862,0.835,0.733,0.8,0.69,92.0,29.0,97.0,30.0,90.0,29.0,52.0,41.0,0.115,0.269,0.865,0.488,0.907,0.978,,97,45,12
23K697,200.0,0.881,2.506,2.191,0.765,0.525,2018,0.714,0.667,0.588,0.4,0.635,0.25,21.0,15.0,34.0,15.0,63.0,16.0,30.0,39.0,0.033,0.1,0.533,0.179,0.643,0.917,,42,36,10
24Q236,307.0,0.938,2.169,2.258,0.87,0.353,2018,0.917,0.765,0.833,0.733,0.77,0.8,72.0,17.0,72.0,15.0,74.0,15.0,58.0,44.0,0.069,0.172,0.293,0.205,0.667,1,,18,15,9
24Q264,598.0,0.69,3.118,3.143,0.925,0.244,2018,0.947,0.894,0.917,0.833,0.922,0.804,151.0,47.0,157.0,48.0,153.0,46.0,14.0,18.0,0.643,0.286,0.714,0.667,0.871,0.96,0.99,31,75,96
24Q267,417.0,0.67,2.896,2.682,0.886,0.367,2018,0.903,0.8,0.773,0.686,0.867,0.8,113.0,35.0,110.0,35.0,83.0,25.0,31.0,21.0,0.581,0.323,0.806,0.524,0.808,0.865,0.841,52,74,44
24Q293,529.0,0.755,3.152,2.97,0.894,0.332,2018,0.914,0.805,0.873,0.738,0.874,0.742,139.0,41.0,142.0,42.0,119.0,31.0,17.0,29.0,0.176,0.118,0.529,0.621,0.796,0.952,0.986,49,84,73
24Q296,449.0,0.948,1.899,1.94,0.921,0.267,2018,0.898,0.8,0.893,0.933,0.851,0.867,98.0,15.0,112.0,15.0,141.0,15.0,42.0,43.0,0.333,0.286,0.762,0.349,0.912,,,57,13,4
24Q299,623.0,0.394,4.068,4.192,0.976,0.039,2018,0.982,0.96,0.968,0.92,0.993,1.0,171.0,50.0,158.0,50.0,141.0,41.0,1.0,,,,,,,,0.996,,4,256
24Q455,1921.0,0.793,2.744,2.619,0.894,0.248,2018,0.863,0.802,0.772,0.602,0.724,0.586,357.0,106.0,403.0,98.0,503.0,111.0,230.0,168.0,0.291,0.248,0.513,0.286,0.597,0.851,0.89,258,288,155
24Q485,1775.0,0.762,2.746,2.545,0.83,0.439,2018,0.784,0.673,0.662,0.48,0.634,0.444,356.0,110.0,426.0,125.0,462.0,124.0,157.0,163.0,0.102,0.121,0.414,0.27,0.456,0.767,0.841,241,266,138
24Q520,510.0,0.737,2.99,2.889,0.934,0.17,2018,0.857,0.794,0.855,0.824,0.765,0.711,105.0,34.0,110.0,34.0,119.0,38.0,19.0,28.0,0.947,0.579,0.842,0.607,0.755,0.804,0.917,49,112,48
24Q530,527.0,0.843,2.09,2.427,0.914,0.227,2018,0.892,0.758,0.915,0.816,0.914,0.871,102.0,33.0,117.0,38.0,116.0,31.0,53.0,51.0,0.585,0.358,0.698,0.627,0.782,0.929,1,110,56,20
24Q550,812.0,0.745,3.04,2.855,0.912,0.249,2018,0.887,0.773,0.868,0.862,0.867,0.721,203.0,66.0,189.0,58.0,196.0,61.0,42.0,44.0,0.452,0.476,0.833,0.477,0.782,0.953,0.992,101,127,129
24Q560,497.0,0.678,3.066,3.061,0.925,0.19,2018,0.958,0.897,0.942,0.884,0.934,0.85,118.0,39.0,137.0,43.0,122.0,40.0,20.0,22.0,0.05,0.0,0.8,0.636,0.827,0.974,0.988,52,78,85
24Q585,1196.0,0.538,3.46,3.42,0.928,0.212,2018,1.0,1.0,0.981,0.947,0.984,0.962,423.0,134.0,263.0,76.0,249.0,78.0,21.0,40.0,0.333,0.333,0.952,0.525,0.952,0.969,0.993,63,96,289
24Q600,1546.0,0.764,2.963,2.925,0.903,0.216,2018,0.885,0.69,0.804,0.684,0.755,0.516,391.0,129.0,362.0,114.0,387.0,124.0,79.0,79.0,0.354,0.278,0.658,0.38,0.592,0.876,0.958,142,267,283
24Q610,2084.0,0.683,3.424,3.609,0.973,0.047,2018,0.963,0.894,0.98,0.943,0.951,0.894,490.0,160.0,448.0,141.0,474.0,151.0,48.0,35.0,0.375,0.25,0.771,0.8,0.811,0.936,0.984,74,299,700
25Q240,558.0,0.712,2.891,2.762,0.879,0.367,2018,0.822,0.659,0.71,0.511,0.823,0.667,129.0,41.0,145.0,45.0,141.0,42.0,27.0,37.0,0.185,0.222,0.481,0.432,0.727,0.871,0.958,55,70,71
25Q241,427.0,0.776,2.981,3.069,0.941,0.182,2018,0.982,0.967,0.973,0.96,0.932,0.81,112.0,30.0,110.0,25.0,103.0,21.0,13.0,7.0,0.462,0.692,1.0,0.714,0.92,0.939,0.98,25,49,51
25Q252,329.0,0.531,3.331,3.222,0.94,0.173,2018,0.977,0.929,1.0,1.0,0.962,0.913,87.0,28.0,87.0,25.0,78.0,23.0,11.0,9.0,0.273,0.455,0.818,0.667,0.842,0.879,1,19,33,90
25Q263,442.0,0.946,1.896,2.501,0.885,0.335,2018,0.895,0.923,0.888,0.733,0.681,0.733,133.0,26.0,80.0,15.0,113.0,15.0,56.0,55.0,0.304,0.214,0.536,0.327,0.592,0.889,0.8,49,18,15
25Q281,349.0,0.684,3.097,3.369,0.922,0.228,2018,0.941,0.828,0.899,0.781,0.958,0.905,85.0,29.0,99.0,32.0,72.0,21.0,16.0,13.0,0.313,0.438,0.875,0.615,0.76,0.952,0.978,25,42,91
25Q285,320.0,0.426,3.354,2.954,0.919,0.247,2018,0.989,1.0,0.886,0.72,0.986,0.957,87.0,27.0,79.0,25.0,73.0,23.0,8.0,7.0,0.125,0.5,0.875,0.571,0.947,0.969,1,19,65,65
25Q425,3601.0,0.757,2.854,2.749,0.853,0.391,2018,0.836,0.659,0.783,0.656,0.783,0.647,849.0,264.0,871.0,241.0,918.0,249.0,288.0,281.0,0.267,0.25,0.559,0.306,0.616,0.789,0.942,490,546,395
25Q460,1692.0,0.784,2.73,2.532,0.834,0.448,2018,0.77,0.602,0.78,0.673,0.666,0.513,417.0,128.0,409.0,110.0,455.0,115.0,173.0,199.0,0.156,0.092,0.353,0.171,0.536,0.79,0.862,261,186,116
25Q525,1141.0,0.392,4.222,4.326,0.97,0.051,2018,0.996,1.0,0.993,0.988,0.986,0.978,268.0,80.0,295.0,86.0,289.0,90.0,3.0,,,,,,,,0.994,,4,495
25Q670,756.0,0.702,2.882,2.83,0.888,0.329,2018,0.818,0.643,0.777,0.569,0.804,0.696,176.0,56.0,188.0,58.0,184.0,56.0,51.0,57.0,0.412,0.176,0.608,0.386,0.632,0.797,0.979,95,123,94
26Q315,422.0,0.629,3.13,2.863,0.895,0.344,2018,0.975,0.919,0.889,0.7,0.891,0.852,119.0,37.0,108.0,30.0,101.0,27.0,16.0,,0.313,0.25,0.75,,0.778,0.967,0.933,18,30,30
26Q415,3699.0,0.509,3.251,3.274,0.911,0.247,2018,0.864,0.672,0.857,0.689,0.891,0.764,863.0,271.0,937.0,273.0,963.0,280.0,133.0,104.0,0.135,0.263,0.594,0.423,0.656,0.885,0.981,218,393,826
26Q430,4557.0,0.595,3.343,3.462,0.928,0.183,2018,0.898,0.746,0.918,0.827,0.879,0.761,1065.0,334.0,1114.0,323.0,1112.0,314.0,178.0,119.0,0.275,0.315,0.567,0.504,0.714,0.887,0.962,266,441,1112
26Q435,1174.0,0.67,2.761,2.503,0.875,0.355,2018,0.812,0.678,0.772,0.667,0.716,0.563,292.0,90.0,254.0,69.0,320.0,87.0,106.0,134.0,0.292,0.226,0.566,0.231,0.6,0.856,0.945,205,139,73
26Q495,3024.0,0.532,3.189,3.24,0.927,0.202,2018,0.969,0.934,0.947,0.884,0.939,0.922,771.0,226.0,664.0,199.0,727.0,217.0,104.0,119.0,0.837,0.394,0.923,0.613,0.91,0.995,0.994,233,421,933
26Q566,1073.0,0.409,2.915,2.664,0.901,0.268,2018,0.825,0.671,0.863,0.695,0.908,0.855,251.0,76.0,277.0,82.0,271.0,76.0,54.0,65.0,0.37,0.093,0.778,0.538,0.797,0.923,0.994,128,169,155
27Q260,349.0,0.882,2.505,2.103,0.808,0.594,2018,0.667,0.533,0.529,0.278,0.629,0.526,51.0,15.0,102.0,18.0,89.0,19.0,73.0,62.0,0.0,0.041,0.274,0.21,0.418,0.676,,98,37,9
27Q262,522.0,0.644,3.047,2.697,0.881,0.406,2018,0.986,1.0,0.975,0.974,0.893,0.811,141.0,43.0,122.0,39.0,121.0,37.0,33.0,37.0,0.364,0.515,0.939,0.595,0.889,0.959,0.982,63,98,57
27Q302,443.0,0.834,2.594,2.284,0.841,0.504,2018,0.873,0.742,0.756,0.636,0.727,0.613,102.0,31.0,127.0,33.0,128.0,31.0,46.0,47.0,0.174,0.196,0.63,0.532,0.8,0.97,1,65,33,19
27Q308,621.0,0.568,3.052,2.771,0.923,0.216,2018,0.935,0.816,0.973,0.936,0.93,0.875,155.0,49.0,148.0,47.0,157.0,48.0,24.0,29.0,0.083,0.333,0.917,0.448,0.826,0.984,0.991,46,123,106
27Q309,421.0,0.794,2.733,2.335,0.845,0.495,2018,0.842,0.633,0.739,0.545,0.67,0.563,95.0,30.0,115.0,33.0,115.0,32.0,47.0,44.0,0.17,0.128,0.702,0.455,0.73,0.946,1,74,56,30
27Q314,329.0,0.672,2.778,2.395,0.835,0.503,2018,0.878,0.81,0.68,0.467,0.75,0.5,74.0,21.0,103.0,30.0,88.0,24.0,30.0,,0.0,0.033,0.367,,0.455,0.792,,22,24,11
27Q323,683.0,0.367,3.921,4.034,0.945,0.13,2018,0.989,0.984,0.963,0.922,0.968,0.962,188.0,63.0,190.0,64.0,157.0,53.0,1.0,,,,,,,,1,2,10,256
27Q324,303.0,0.797,2.666,2.269,0.801,0.61,2018,0.786,0.765,0.6,0.526,0.722,0.5,56.0,17.0,70.0,19.0,97.0,24.0,42.0,35.0,0.0,0.119,0.5,0.343,0.651,0.838,0.889,63,37,18
27Q334,390.0,0.673,2.79,2.514,0.828,0.587,2018,0.561,0.448,0.699,0.478,0.764,0.72,98.0,29.0,93.0,23.0,89.0,25.0,33.0,2.0,0.03,0.212,0.667,,0.667,0.9,0.963,27,30,27
27Q351,329.0,0.784,2.575,2.316,0.811,0.588,2018,0.687,0.571,0.598,0.52,0.671,0.417,67.0,21.0,82.0,25.0,85.0,24.0,42.0,38.0,0.048,0.071,0.429,0.316,0.508,0.814,0.889,63,43,18
27Q400,334.0,0.759,2.439,2.095,0.825,0.511,2018,0.905,0.864,0.875,0.739,0.842,0.824,84.0,22.0,88.0,23.0,57.0,17.0,58.0,63.0,0.0,0.155,0.552,0.175,0.557,0.851,,88,47,12
27Q475,1681.0,0.789,2.685,2.438,0.87,0.374,2018,0.834,0.743,0.709,0.609,0.684,0.559,374.0,109.0,406.0,92.0,455.0,111.0,236.0,216.0,0.216,0.182,0.53,0.384,0.62,0.845,0.893,355,271,122
27Q480,2281.0,0.772,2.688,2.403,0.864,0.402,2018,0.889,0.807,0.838,0.721,0.826,0.73,602.0,176.0,598.0,147.0,545.0,126.0,220.0,255.0,0.136,0.173,0.523,0.282,0.686,0.827,0.95,354,226,121
27Q650,1027.0,0.546,3.312,3.31,0.931,0.191,2018,0.992,0.976,0.981,0.936,0.971,0.942,264.0,84.0,267.0,78.0,241.0,69.0,19.0,25.0,0.684,0.316,0.895,0.72,0.884,0.953,0.992,43,129,262
28Q157,33.0,0.736,2.676,2.691,0.924,0.235,2018,0.958,0.933,,,,,24.0,15.0,,,,,,,,,,,,,,,,
28Q167,458.0,0.549,3.054,2.754,0.927,0.243,2018,0.95,0.919,0.947,0.903,0.929,0.857,119.0,37.0,114.0,31.0,112.0,35.0,30.0,19.0,0.067,0.267,0.967,0.842,0.93,0.973,1,43,74,82
28Q284,359.0,0.5,3.474,3.539,0.944,0.153,2018,0.958,0.875,0.965,0.893,0.989,1.0,96.0,32.0,86.0,28.0,89.0,28.0,11.0,9.0,0.909,0.727,0.818,0.556,0.889,1,1,18,40,98
28Q310,424.0,0.704,2.881,2.62,0.885,0.348,2018,0.84,0.7,0.699,0.667,0.814,0.625,100.0,30.0,103.0,27.0,102.0,24.0,25.0,27.0,0.0,0.24,0.76,0.481,0.815,0.967,1,54,60,38
28Q325,467.0,0.716,2.767,2.389,0.866,0.342,2018,0.911,0.879,0.833,0.636,0.836,0.829,101.0,33.0,114.0,33.0,122.0,35.0,34.0,46.0,0.647,0.353,0.765,0.522,0.813,0.941,0.969,75,68,32
28Q328,469.0,0.701,2.786,2.565,0.865,0.461,2018,0.923,0.765,0.895,0.938,0.885,0.8,117.0,34.0,105.0,32.0,113.0,25.0,41.0,39.0,0.732,0.585,0.854,0.821,0.89,0.965,1,73,57,26
28Q350,511.0,0.676,2.95,2.925,0.909,0.262,2018,0.885,0.771,0.853,0.848,0.879,0.844,122.0,35.0,129.0,33.0,132.0,32.0,42.0,33.0,0.19,0.167,0.571,0.394,0.667,0.986,0.986,57,69,71
28Q440,3783.0,0.587,3.251,3.238,0.902,0.252,2018,0.882,0.751,0.865,0.7,0.863,0.705,788.0,241.0,896.0,267.0,985.0,285.0,181.0,157.0,0.68,0.326,0.696,0.433,0.718,0.91,0.969,291,456,936
28Q505,3367.0,0.731,2.873,2.64,0.853,0.356,2018,0.83,0.634,0.709,0.553,0.759,0.62,748.0,235.0,839.0,226.0,809.0,213.0,321.0,308.0,0.358,0.162,0.48,0.396,0.605,0.817,0.931,488,493,346
28Q620,2133.0,0.608,3.434,3.404,0.93,0.178,2018,0.956,0.901,0.933,0.877,0.916,0.842,540.0,172.0,506.0,155.0,526.0,165.0,45.0,64.0,0.2,0.089,0.511,0.344,0.692,0.914,0.969,91,257,577
28Q680,410.0,0.535,3.576,3.522,0.95,0.124,2018,0.924,0.781,0.913,0.758,0.93,0.857,105.0,32.0,103.0,33.0,100.0,35.0,10.0,3.0,0.3,0.3,0.9,,,0.882,0.994,14,17,166
28Q686,1091.0,0.473,3.133,2.911,0.914,0.217,2018,0.908,0.74,0.914,0.826,0.838,0.743,251.0,73.0,280.0,86.0,265.0,74.0,39.0,55.0,0.282,0.41,0.667,0.436,0.745,0.867,0.985,102,166,137
28Q687,473.0,0.478,4.132,4.309,0.97,0.046,2018,1.0,1.0,1.0,1.0,1.0,1.0,132.0,40.0,116.0,36.0,112.0,32.0,,,,,,,,,0.995,,2,211
28Q690,498.0,0.713,2.654,2.376,0.897,0.322,2018,0.858,0.791,0.698,0.552,0.76,0.595,134.0,43.0,96.0,29.0,121.0,37.0,59.0,36.0,0.085,0.153,0.61,0.333,0.637,0.875,0.974,91,88,39
28Q896,319.0,0.571,3.352,2.986,0.932,0.207,2018,0.953,0.929,0.961,0.913,1.0,1.0,86.0,28.0,76.0,23.0,75.0,22.0,19.0,28.0,0.263,0.474,0.947,0.714,0.926,1,1,54,48,44
29Q243,420.0,0.671,2.882,2.513,0.878,0.455,2018,0.9,0.821,0.915,0.828,0.885,0.85,90.0,28.0,106.0,29.0,96.0,20.0,49.0,28.0,0.449,0.449,0.857,0.464,0.778,0.918,1,54,49,31
29Q248,415.0,0.659,2.617,2.27,0.825,0.436,2018,0.851,0.867,0.742,0.353,0.736,0.476,67.0,15.0,97.0,17.0,110.0,21.0,52.0,45.0,0.154,0.135,0.423,0.244,0.533,0.927,1,75,55,21
29Q259,352.0,0.495,2.764,2.338,0.875,0.258,2018,0.877,0.75,0.773,0.684,0.747,0.55,73.0,24.0,66.0,19.0,79.0,20.0,37.0,36.0,0.243,0.054,0.405,0.361,0.5,0.774,0.909,78,53,22
29Q265,483.0,0.575,2.701,2.323,0.869,0.371,2018,0.859,0.7,0.87,0.633,0.805,0.636,85.0,20.0,123.0,30.0,128.0,33.0,38.0,60.0,0.395,0.289,0.684,0.467,0.777,0.877,0.96,94,57,25
29Q272,468.0,0.669,2.77,2.417,0.872,0.369,2018,0.865,0.769,0.793,0.586,0.765,0.333,89.0,26.0,116.0,29.0,98.0,18.0,48.0,46.0,0.063,0.229,0.542,0.37,0.608,0.849,1,79,73,42
29Q283,406.0,0.536,2.954,2.625,0.86,0.369,2018,0.793,0.577,0.747,0.464,0.828,0.7,82.0,26.0,87.0,28.0,93.0,30.0,25.0,16.0,0.2,0.16,0.76,0.375,0.698,0.922,1,43,64,56
29Q313,397.0,0.688,2.675,2.378,0.862,0.44,2018,0.898,0.788,0.813,0.609,0.644,0.542,108.0,33.0,80.0,23.0,101.0,24.0,28.0,2.0,0.179,0.107,0.429,,0.5,0.955,,22,22,11
