type,desc,zip,boroughBlockLot,censusTract,geoDis,dbn
Special Education,Ungraded,10029,1016940001.0,16200.0,4,84M337
General Academic,Elementary,10032,1021110024.0,24301.0,6,84M338
General Academic,K-12 all grades,10035,1017500007.0,19800.0,5,84M341
General Academic,Secondary School,10037,1017330017.0,21200.0,5,84M350
General Academic,K-12 all grades,10026,1016010001.0,19000.0,3,84M351
General Academic,Secondary School,10031,1020820028.0,23700.0,6,84M353
General Academic,Elementary,10027,1019700042.0,21303.0,5,84M357
General Academic,Elementary,10036,1010697501.0,117.0,2,84M358
General Academic,Elementary,10033,1021670056.0,27100.0,6,84M373
General Academic,Elementary,10027,1017210070.0,20000.0,5,84M380
General Academic,K-12 all grades,10029,1016520001.0,16400.0,4,84M382
General Academic,Elementary,10035,1017530139.0,20600.0,5,84M383
General Academic,K-8,10035,1017760020.0,24200.0,5,84M384
General Academic,K-12 all grades,10029,1016930001.0,16200.0,4,84M385
General Academic,Elementary,10026,1018280015.0,21600.0,3,84M386
General Academic,Elementary,10031,1020600018.0,23100.0,6,84M387
General Academic,Junior High-Intermediate-Middle,10030,1019390011.0,22600.0,5,84M388
General Academic,K-8,10034,1022210005.0,291.0,6,84M430
General Academic,High school,10029,1016930001.0,16200.0,4,84M433
General Academic,Secondary School,10034,1022230016.0,293.0,6,84M478
General Academic,K-12 all grades,10030,1019390026.0,22600.0,5,84M481
General Academic,K-8,10030,1020420035.0,22102.0,5,84M482
General Academic,K-8,10027,1019470023.0,25700.0,3,84M483
General Academic,K-12 all grades,10029,1016770001.0,17000.0,4,84M518
General Academic,High school,10013,0.0,3700.0,2,84M522
General Academic,K-8,10024,1012150001.0,16900.0,3,84M523
General Academic,Elementary,10026,1018250017.0,21800.0,3,84M702
General Academic,K-8,10029,1016380057.0,17200.0,4,84M704
General Academic,Elementary,10029,1016550038.0,17000.0,4,84M705
Transfer School,High school,10004,1000157501.0,1300.0,2,84M707
General Academic,K-12 all grades,10035,1017870080.0,19400.0,4,84M708
General Academic,K-12 all grades,10030,1020290011.0,23200.0,5,84M709
General Academic,K-12 all grades,10027,1019640012.0,20901.0,5,84M726
General Academic,K-8,10027,1019060011.0,22000.0,3,84M861
General Academic,Junior High-Intermediate-Middle,11373,4019010026.0,45700.0,24,84Q083
General Academic,Elementary,11691,4155640063.0,101001.0,27,84Q170
General Academic,Junior High-Intermediate-Middle,11379,4036670023.0,61301.0,24,84Q298
General Academic,K-8,11106,4003520001.0,8500.0,30,84Q304
General Academic,High school,11434,4122610001.0,29400.0,27,84Q320
General Academic,K-8,11101,4003980001.0,3100.0,30,84Q321
General Academic,Elementary,11422,4136400001.0,66400.0,29,84Q337
General Academic,K-8,11413,4127230076.0,35200.0,29,84Q339
General Academic,K-8,11691,4157370010.0,100802.0,27,84Q340
General Academic,K-8,11412,4124490048.0,36600.0,29,84Q341
General Academic,Elementary,11434,0.0,28400.0,28,84Q342
General Academic,K-8,11377,4011360006.0,29700.0,30,84Q359
General Academic,Elementary,11432,4097490036.0,23000.0,28,84Q372
General Academic,High school,11694,4161670099.0,93800.0,27,84Q373
General Academic,Elementary,11436,4120330010.0,18200.0,27,84Q374
General Academic,Elementary,11691,4155570025.0,103202.0,27,84Q375
General Academic,Junior High-Intermediate-Middle,11373,4015497501.0,473.0,24,84Q380
General Academic,Elementary,11385,4037070016.0,62900.0,24,84Q385
General Academic,Elementary,11414,,,27,84Q386
General Academic,Junior High-Intermediate-Middle,11369,4017020034.0,37300.0,24,84Q387
Transfer School,High school,11432,4097600050.0,44601.0,28,84Q388
General Academic,K-12 all grades,11378,4026920034.0,53100.0,24,84Q414
General Academic,Elementary,11413,4130190010.0,35800.0,29,84Q704
General Academic,K-12 all grades,11372,4012810038.0,28300.0,30,84Q705
General Academic,K-8,11106,4006400024.0,5700.0,30,84Q706
General Academic,High school,10311,5021650200.0,29103.0,31,84R012
General Academic,K-12 all grades,10311,5021650200.0,29103.0,31,84R067
General Academic,Secondary School,10311,5021650200.0,29103.0,31,84R070
General Academic,K-8,10302,5010840062.0,20700.0,31,84R073
General Academic,Elementary,10301,5006830001.0,17700.0,31,84R076
General Academic,Elementary,10314,5015600015.0,29104.0,31,84R077
General Academic,K-8,10457,2029510032.0,36901.0,12,84X124
General Academic,K-8,10457,2029300075.0,16500.0,9,84X133
General Academic,K-8,10473,2035620061.0,16.0,8,84X165
General Academic,Junior High-Intermediate-Middle,10456,2026150014.0,14900.0,9,84X177
General Academic,K-12 all grades,10459,2026990045.0,12901.0,12,84X185
Transfer School,High school,10459,2026980012.0,12901.0,12,84X200
General Academic,High school,10456,2026680001.0,13300.0,8,84X202
General Academic,High school,10455,2025760026.0,3500.0,7,84X208
General Academic,K-8,10454,2023140054.0,3900.0,7,84X233
General Academic,K-8,10462,2039300038.0,22200.0,11,84X255
General Academic,K-8,10454,0.0,1900.0,7,84X309
General Academic,K-12 all grades,10474,2027630279.0,11700.0,8,84X345
General Academic,K-8,10459,2027140004.0,15900.0,12,84X346
General Academic,High school,10463,0.0,28900.0,10,84X347
General Academic,K-8,10473,2036520001.0,2800.0,8,84X362
General Academic,K-8,10454,2022980001.0,2300.0,7,84X364
General Academic,K-8,10462,2040910001.0,24400.0,11,84X378
General Academic,K-8,10456,2024240001.0,17300.0,9,84X380
General Academic,K-8,10454,2022890075.0,4300.0,7,84X387
General Academic,K-8,10451,2024430079.0,6100.0,7,84X389
General Academic,High school,10455,2026160001.0,7300.0,7,84X393
General Academic,K-8,10454,0.0,2500.0,7,84X394
General Academic,High school,10451,2023600080.0,7100.0,7,84X395
General Academic,K-8,10467,0.0,42500.0,10,84X398
General Academic,Elementary,10454,2022880007.0,4100.0,7,84X407
General Academic,K-8,10452,0.0,21900.0,9,84X419
General Academic,K-8,10461,2042220005.0,29600.0,11,84X422
General Academic,High school,10453,2028680111.0,24300.0,10,84X429
General Academic,Junior High-Intermediate-Middle,10463,0.0,30900.0,10,84X460
General Academic,K-12 all grades,10452,0.0,18900.0,9,84X461
General Academic,Elementary,10473,2036440001.0,4200.0,8,84X464
General Academic,K-8,10451,2023480005.0,63.0,7,84X465
General Academic,Secondary School,10454,2022670015.0,3900.0,7,84X471
General Academic,Elementary,10451,2023440110.0,6300.0,7,84X472
General Academic,Secondary School,10456,2026710011.0,13100.0,12,84X482
General Academic,Elementary,10469,2044930001.0,31000.0,11,84X484
General Academic,Elementary,10456,2024660011.0,22102.0,9,84X486
General Academic,K-8,10455,2026860020.0,8300.0,8,84X487
General Academic,Secondary School,10475,2051350200.0,30200.0,11,84X488
General Academic,Elementary,10456,2026090002.0,1001.0,9,84X489
General Academic,K-8,10454,2025710001.0,3300.0,7,84X491
General Academic,Junior High-Intermediate-Middle,10455,2026760003.0,79.0,8,84X492
General Academic,Elementary,10451,2023330070.0,5100.0,7,84X493
General Academic,K-8,10456,2029020001.0,14702.0,9,84X494
General Academic,K-8,10461,2042220005.0,29600.0,11,84X496
General Academic,Elementary,10455,2026230211.0,73.0,7,84X497
General Academic,K-8,10461,2042220005.0,29600.0,11,84X538
General Academic,High school,10463,1022150080.0,30900.0,10,84X539
General Academic,High school,10463,1022150080.0,30900.0,10,84X553
General Academic,Elementary,10454,0.0,3900.0,7,84X554
General Academic,Elementary,10462,2040520007.0,23200.0,11,84X579
General Academic,High school,10451,2024430078.0,6100.0,7,84X581
General Academic,Junior High-Intermediate-Middle,10454,0.0,4300.0,7,84X585
General Academic,Elementary,10455,2026240041.0,1000.0,7,84X586
Special Education,Ungraded,10456,2026720001.0,13500.0,12,84X587
General Academic,Elementary,10451,2024580124.0,3001.0,7,84X588
General Academic,Elementary,10466,2048260043.0,39400.0,11,84X589
General Academic,Elementary,10463,0.0,28900.0,10,84X592
General Academic,High school,10472,2038640001.0,5600.0,12,84X597
General Academic,Elementary,10457,2029490064.0,36902.0,12,84X598
General Academic,Elementary,10457,2030850030.0,39100.0,10,84X599
General Academic,Junior High-Intermediate-Middle,10474,2027610030.0,115.02,8,84X606
General Academic,Elementary,10466,2048260043.0,39400.0,11,84X608
General Academic,Elementary,10454,2022980101.0,2300.0,7,84X609
Transfer School,High school,10456,2026570003.0,77.0,7,84X610
General Academic,High school,10454,0.0,3900.0,7,84X611
General Academic,Junior High-Intermediate-Middle,10451,2023270039.0,65.0,7,84X612
General Academic,Elementary,10472,2037107501.0,5200.0,8,84X613
General Academic,Elementary,10454,2025740082.0,35.0,7,84X614
General Academic,Junior High-Intermediate-Middle,10455,2025780027.0,3500.0,7,84X615
General Academic,Elementary,10453,2031860049.0,23900.0,10,84X616
General Academic,Junior High-Intermediate-Middle,10458,2030670001.0,38700.0,10,84X617
General Academic,Elementary,10465,2055420001.0,9000.0,8,84X619
General Academic,Elementary,10457,2030430050.0,39500.0,9,84X620
General Academic,Elementary,10454,2025740082.0,35.0,7,84X623
General Academic,Secondary School,10475,2051410390.0,462.01,11,84X627
General Academic,Elementary,10468,2032180035.0,25500.0,10,84X628
General Academic,Junior High-Intermediate-Middle,10468,2032180035.0,25500.0,10,84X629
General Academic,Elementary,10451,2023480005.0,63.0,7,84X630
General Academic,Elementary,10454,2022980101.0,2300.0,7,84X631
General Academic,Elementary,10454,2022980101.0,2300.0,7,84X632
General Academic,Elementary,10456,2029310015.0,14900.0,9,84X633
General Academic,Secondary School,10457,2029290008.0,16700.0,9,84X703
General Academic,K-12 all grades,10451,2024430190.0,6100.0,7,84X704
General Academic,Elementary,10452,2028560029.0,21900.0,9,84X705
General Academic,K-8,10456,2023730014.0,14500.0,9,84X706
General Academic,K-8,10457,2028950068.0,16900.0,9,84X717
General Academic,Elementary,10466,2049160001.0,48400.0,11,84X718
General Academic,K-8,10474,2027550125.0,11502.0,8,84X730
