type,desc,zip,boroughBlockLot,censusTract,geoDis,dbn
General Academic,Elementary,11203,3046230028.0,86600.0,18,18K268
General Academic,Elementary,11236,3083290250.0,103400.0,18,18K272
General Academic,Elementary,11236,3080340001.0,99600.0,18,18K276
General Academic,Elementary,11236,3082300001.0,98600.0,18,18K279
General Academic,Junior High-Intermediate-Middle,11203,3047440001.0,93600.0,18,18K285
General Academic,Junior High-Intermediate-Middle,11236,3082150012.0,98400.0,18,18K366
General Academic,High school,11203,3047420001.0,93600.0,18,18K563
General Academic,High school,11236,3079980005.0,95000.0,18,18K566
General Academic,High school,11236,3079980005.0,95000.0,18,18K567
General Academic,High school,11203,3047420001.0,93600.0,18,18K569
General Academic,High school,11236,3079980005.0,95000.0,18,18K576
Transfer School,High school,11236,3079980005.0,95000.0,18,18K578
General Academic,Junior High-Intermediate-Middle,11203,3046060025.0,88000.0,18,18K581
General Academic,Junior High-Intermediate-Middle,11212,3046690037.0,88600.0,18,18K588
Career Technical,High school,11236,3082220001.0,99000.0,18,18K617
General Academic,High school,11203,3047420001.0,93600.0,18,18K629
General Academic,High school,11236,3082220001.0,99000.0,18,18K633
Transfer School,High school,11236,3081880001.0,974.0,19,18K635
General Academic,High school,11236,3079980005.0,95000.0,18,18K637
General Academic,High school,11236,3082220001.0,99000.0,18,18K642
Transfer School,High school,11212,3046500015.0,88600.0,18,18K673
General Academic,Junior High-Intermediate-Middle,11203,3047390001.0,94600.0,18,18K763
General Academic,Elementary,11208,3041060039.0,118201.0,19,19K007
General Academic,Elementary,11207,3038230001.0,112600.0,19,19K013
General Academic,Elementary,11208,3041020019.0,117601.0,19,19K065
General Academic,K-8,11207,3039520047.0,117000.0,19,19K089
General Academic,Elementary,11208,3039260045.0,117202.0,19,19K108
General Academic,Elementary,11207,3037740016.0,115800.0,19,19K149
General Academic,Elementary,11207,3040150001.0,115000.0,19,19K158
General Academic,Elementary,11208,3042160001.0,120000.0,19,19K159
General Academic,Junior High-Intermediate-Middle,11208,3041340020.0,118400.0,19,19K171
General Academic,Elementary,11207,3038380018.0,112800.0,19,19K190
General Academic,Elementary,11208,3044770001.0,111600.0,19,19K202
General Academic,Elementary,11207,3043240001.0,110400.0,19,19K213
General Academic,Elementary,11208,3042430001.0,120200.0,19,19K214
General Academic,Junior High-Intermediate-Middle,11208,3042780001.0,111800.0,19,19K218
General Academic,Elementary,11208,3045290133.0,122000.0,19,19K224
General Academic,Elementary,11207,3044010001.0,107800.0,19,19K273
General Academic,Elementary,11207,3039490018.0,119800.0,19,19K290
General Academic,Junior High-Intermediate-Middle,11207,3037400001.0,114400.0,19,19K292
General Academic,Elementary,11207,3043920001.0,110400.0,19,19K306
General Academic,Elementary,11207,3081580040.0,98200.0,19,19K325
General Academic,Elementary,11207,3037680001.0,113400.0,19,19K328
General Academic,Elementary,11208,3039900001.0,119200.0,19,19K345
General Academic,Elementary,11239,3044520025.0,105804.0,19,19K346
General Academic,Junior High-Intermediate-Middle,11239,3044520040.0,105804.0,19,19K364
General Academic,Secondary School,11208,3044490001.0,107000.0,19,19K404
General Academic,Secondary School,11207,3037040001.0,114400.0,19,19K409
General Academic,Secondary School,11208,3044490001.0,107000.0,19,19K422
General Academic,Junior High-Intermediate-Middle,11239,3044520025.0,105804.0,19,19K452
General Academic,High school,11207,3037880001.0,115600.0,19,19K502
General Academic,High school,11207,3037880001.0,115600.0,19,19K504
General Academic,High school,11207,3037880001.0,115600.0,19,19K507
General Academic,High school,11207,3037880001.0,115600.0,19,19K510
General Academic,Elementary,11207,3038020015.0,113000.0,19,19K557
General Academic,High school,11208,3040940001.0,118000.0,19,19K583
Career Technical,High school,11208,3041550075.0,119600.0,19,19K615
Career Technical,High school,11208,3040940001.0,118000.0,19,19K618
General Academic,High school,11208,3040940001.0,118000.0,19,19K639
General Academic,Junior High-Intermediate-Middle,11207,3043490050.0,110400.0,19,19K654
General Academic,High school,11208,3040940001.0,118000.0,19,19K659
Career Technical,High school,11207,3037040001.0,114400.0,19,19K660
General Academic,Junior High-Intermediate-Middle,11208,3039690001.0,117000.0,19,19K661
General Academic,Junior High-Intermediate-Middle,11208,3039690001.0,117000.0,19,19K662
General Academic,Junior High-Intermediate-Middle,11207,3038020015.0,113000.0,19,19K663
General Academic,Elementary,11208,3040690001.0,116400.0,19,19K677
General Academic,Junior High-Intermediate-Middle,11208,3040690001.0,116400.0,19,19K678
General Academic,High school,11208,3042780001.0,111800.0,19,19K683
General Academic,Junior High-Intermediate-Middle,11208,3041340020.0,118400.0,19,19K760
Career Technical,High school,11208,3040940001.0,118000.0,19,19K764
General Academic,Junior High-Intermediate-Middle,11207,3038380018.0,112800.0,19,19K907
General Academic,Elementary,11208,3041420032.0,1178.0,19,19K938
General Academic,High school,11207,3043490050.0,110400.0,19,19K953
General Academic,K-8,11209,3058910048.0,6800.0,20,20K030
General Academic,Elementary,11204,3055190001.0,24400.0,20,20K048
General Academic,Junior High-Intermediate-Middle,11218,3053910001.0,49000.0,20,20K062
General Academic,Elementary,11220,3057350032.0,12000.0,20,20K069
General Academic,Elementary,11209,3058900001.0,6800.0,20,20K102
General Academic,K-8,11209,3060880001.0,16000.0,20,20K104
General Academic,Elementary,11219,3057020001.0,21400.0,20,20K105
General Academic,Elementary,11228,3061800001.0,19000.0,20,20K112
General Academic,Elementary,11228,3059730001.0,20600.0,20,20K127
General Academic,Elementary,11219,3056530021.0,22000.0,20,20K160
General Academic,K-8,11214,3063990040.0,18000.0,20,20K163
General Academic,Elementary,11219,3056000001.0,23200.0,20,20K164
General Academic,Elementary,11209,3058990001.0,13400.0,20,20K170
General Academic,Elementary,11219,3057740001.0,19600.0,20,20K176
General Academic,Elementary,11218,3053710001.0,48800.0,20,20K179
General Academic,K-8,11204,3054920001.0,47000.0,20,20K180
General Academic,Elementary,11209,3060430001.0,6000.0,20,20K185
General Academic,Elementary,11214,3062390001.0,27400.0,20,20K186
General Academic,Junior High-Intermediate-Middle,11219,3057450029.0,21200.0,20,20K187
General Academic,K-8,11204,3054450001.0,47600.0,20,20K192
General Academic,Elementary,11214,3064070008.0,28200.0,20,20K200
General Academic,Junior High-Intermediate-Middle,11228,3062780022.0,16600.0,20,20K201
General Academic,Elementary,11228,3062940001.0,18400.0,20,20K204
General Academic,Elementary,11204,3055710001.0,25600.0,20,20K205
General Academic,Junior High-Intermediate-Middle,11220,3007780023.0,10800.0,20,20K220
General Academic,Junior High-Intermediate-Middle,11204,3053620021.0,23000.0,20,20K223
General Academic,Junior High-Intermediate-Middle,11204,3055510018.0,25000.0,20,20K227
General Academic,K-8,11228,3063910024.0,17000.0,20,20K229
General Academic,Elementary,11204,3061740036.0,25800.0,20,20K247
General Academic,Junior High-Intermediate-Middle,11228,3059230001.0,20600.0,20,20K259
General Academic,Elementary,11209,3060620141.0,6000.0,20,20K264
General Academic,Elementary,11219,3057290024.0,12000.0,20,20K310
General Academic,High school,11214,3062710001.0,18200.0,20,20K445
General Academic,High school,11220,3058500030.0,7000.0,20,20K485
General Academic,High school,11209,3060130001.0,4600.0,20,20K490
General Academic,Elementary,11220,3008620012.0,7400.0,20,20K503
General Academic,High school,11204,3055060006.0,46800.0,20,20K505
General Academic,Elementary,11220,3008620012.0,7400.0,20,20K506
General Academic,Secondary School,11204,3053620021.0,23000.0,20,20K609
General Academic,Elementary,11204,3066180001.0,42800.0,21,20K682
General Academic,K-8,11204,3066180001.0,42800.0,21,20K686
General Academic,Elementary,11214,3063990040.0,18000.0,20,20K748
General Academic,District Pre-K Center,11209,3060360001.0,14200.0,20,20K768
General Academic,Junior High-Intermediate-Middle,11220,3008610029.0,22.0,20,20K936
General Academic,Elementary,11220,3008610029.0,22.0,20,20K939
General Academic,Elementary,11220,3057990038.0,7200.0,20,20K971
General Academic,Elementary,11224,3072660040.0,35000.0,21,21K090
General Academic,K-8,11223,3071230066.0,39800.0,21,21K095
General Academic,Junior High-Intermediate-Middle,11204,3065950033.0,43000.0,21,21K096
General Academic,Elementary,11223,3066670024.0,40400.0,21,21K097
General Academic,Junior High-Intermediate-Middle,11235,3087670026.0,60800.0,21,21K098
General Academic,K-8,11230,3065350011.0,45400.0,21,21K099
General Academic,Elementary,11224,3072810001.0,35602.0,21,21K100
General Academic,Elementary,11214,3068750032.0,30200.0,21,21K101
General Academic,K-8,11204,3054951101.0,46400.0,21,21K121
General Academic,Elementary,11214,3063290032.0,28800.0,21,21K128
General Academic,Elementary,11229,3072910030.0,55600.0,21,21K153
General Academic,Elementary,11204,3066310001.0,42400.0,21,21K177
General Academic,Elementary,11224,3070060001.0,32800.0,21,21K188
General Academic,Elementary,11230,3067400025.0,76800.0,21,21K199
General Academic,K-8,11235,3072440001.0,37000.0,21,21K209
General Academic,Elementary,11214,3069170001.0,31400.0,21,21K212
General Academic,Elementary,11223,3066810169.0,41401.0,21,21K215
General Academic,Elementary,11223,3071960001.0,37401.0,21,21K216
General Academic,K-8,11235,3087120056.0,61004.0,21,21K225
General Academic,K-8,11204,3065490024.0,44600.0,21,21K226
General Academic,Junior High-Intermediate-Middle,11223,3070840001.0,41000.0,21,21K228
General Academic,K-8,11223,3066400013.0,42000.0,21,21K238
General Academic,Junior High-Intermediate-Middle,11224,3069650140.0,33000.0,21,21K239
General Academic,Elementary,11235,3086660610.0,36400.0,21,21K253
General Academic,Junior High-Intermediate-Middle,11214,3068910001.0,30400.0,21,21K281
General Academic,K-8,11224,3070540045.0,34200.0,21,21K288
General Academic,Junior High-Intermediate-Middle,11224,3072500025.0,35400.0,21,21K303
General Academic,Elementary,11224,3070510001.0,34200.0,21,21K329
General Academic,High school,11214,3068830001.0,30600.0,21,21K337
General Academic,High school,11224,3072500025.0,35400.0,21,21K344
General Academic,High school,11214,3068830001.0,30600.0,21,21K348
General Academic,High school,11235,3072540001.0,35400.0,21,21K410
General Academic,Secondary School,11214,3068830001.0,30600.0,21,21K468
General Academic,High school,11230,3067340109.0,76800.0,21,21K525
General Academic,High school,11223,3071850020.0,30800.0,21,21K540
General Academic,High school,11214,3068830001.0,30600.0,21,21K559
General Academic,High school,11214,3068830001.0,30600.0,21,21K572
Career Technical,High school,11235,3072610201.0,36600.0,21,21K620
General Academic,Secondary School,11214,3063290032.0,28800.0,21,21K690
Transfer School,High school,11224,3070200039.0,32600.0,21,21K728
General Academic,District Pre-K Center,11204,3065490001.0,44600.0,21,21K840
General Academic,Junior High-Intermediate-Middle,11235,3074240001.0,59600.0,22,22K014
General Academic,Elementary,11235,3074740001.0,60000.0,22,22K052
General Academic,Junior High-Intermediate-Middle,11234,3083880002.0,69602.0,22,22K078
General Academic,K-8,11203,3050220002.0,83600.0,22,22K109
General Academic,Elementary,11210,3077860001.0,73400.0,22,22K119
General Academic,Elementary,11218,3054160048.0,48000.0,22,22K134
General Academic,Elementary,11226,3051440064.0,152200.0,22,22K139
General Academic,Elementary,11210,3075510026.0,77200.0,22,22K152
General Academic,Elementary,11210,3076250001.0,75400.0,22,22K193
General Academic,Elementary,11229,3073930001.0,57000.0,22,22K194
General Academic,Elementary,11235,3087520035.0,62000.0,22,22K195
General Academic,Elementary,11210,3067690018.0,54600.0,22,22K197
General Academic,Elementary,11210,3049880066.0,83600.0,22,22K198
General Academic,Elementary,11234,3078490001.0,68000.0,22,22K203
General Academic,K-8,11229,3073810201.0,59401.0,22,22K206
General Academic,K-8,11234,3084840001.0,65200.0,22,22K207
General Academic,Elementary,11230,3052320001.0,52600.0,22,22K217
General Academic,Elementary,11234,3077060001.0,64600.0,22,22K222
General Academic,Junior High-Intermediate-Middle,11229,3068210244.0,55800.0,22,22K234
General Academic,Elementary,11234,3084640001.0,69800.0,22,22K236
General Academic,Junior High-Intermediate-Middle,11210,3076290030.0,74800.0,22,22K240
General Academic,Elementary,11226,3051210032.0,51200.0,22,22K245
General Academic,Elementary,11234,3077580001.0,72200.0,22,22K251
General Academic,Elementary,11235,3074200026.0,59200.0,22,22K254
General Academic,Elementary,11229,3068210123.0,55800.0,22,22K255
General Academic,Elementary,11229,3085900650.0,66600.0,22,22K277
General Academic,Junior High-Intermediate-Middle,11229,3084960100.0,66600.0,22,22K278
General Academic,Elementary,11234,3083930001.0,69602.0,22,22K312
General Academic,Elementary,11210,3075510026.0,77200.0,22,22K315
General Academic,Early Childhood,11234,3077750001.0,72800.0,22,22K326
General Academic,Elementary,11210,3049940023.0,78800.0,22,22K361
General Academic,Junior High-Intermediate-Middle,11210,3076290030.0,74800.0,22,22K381
General Academic,High school,11210,3075530041.0,77200.0,22,22K405
General Academic,High school,11229,3067880001.0,64200.0,22,22K425
General Academic,High school,11235,3087600060.0,61600.0,22,22K535
General Academic,High school,11218,3053220069.0,50400.0,15,22K555
General Academic,High school,11235,3074250002.0,62600.0,22,22K611
Transfer School,High school,11235,3074250002.0,62600.0,22,22K630
General Academic,District Pre-K Center,11230,3066860052.0,52800.0,22,22K853
General Academic,Elementary,11218,3053420006.0,49200.0,15,22K889
General Academic,Junior High-Intermediate-Middle,11218,3053420006.0,49200.0,15,22K890
General Academic,K-8,11212,3036040001.0,91800.0,23,23K041
General Academic,Elementary,11233,3015100001.0,37300.0,23,23K137
General Academic,Elementary,11212,3037440009.0,90800.0,23,23K150
General Academic,K-8,11233,3015520043.0,36900.0,23,23K155
General Academic,Elementary,11212,3035350016.0,90000.0,23,23K156
General Academic,Elementary,11212,3036220023.0,89600.0,23,23K165
General Academic,K-8,11233,3014400056.0,30300.0,23,23K178
General Academic,K-8,11212,3036060001.0,91800.0,23,23K184
General Academic,Elementary,11212,3035440135.0,91200.0,23,23K284
General Academic,Elementary,11212,3035070007.0,90600.0,23,23K298
General Academic,K-8,11212,3035420001.0,92400.0,23,23K323
General Academic,Elementary,11212,3035200008.0,92400.0,23,23K327
General Academic,Junior High-Intermediate-Middle,11212,3035070007.0,90600.0,23,23K363
General Academic,Junior High-Intermediate-Middle,11212,3035350016.0,90000.0,23,23K392
General Academic,Elementary,11212,3036930001.0,90800.0,23,23K401
General Academic,Elementary,11212,3035970011.0,89600.0,23,23K446
General Academic,High school,11233,3014480001.0,36501.0,23,23K493
General Academic,High school,11212,3035410001.0,92400.0,23,23K514
General Academic,Junior High-Intermediate-Middle,11212,3036360007.0,92200.0,23,23K518
General Academic,Junior High-Intermediate-Middle,11233,3015500001.0,30100.0,23,23K522
General Academic,Elementary,11233,3015280001.0,36900.0,23,23K599
Transfer School,High school,11212,3036360007.0,92200.0,23,23K643
General Academic,Secondary School,11233,3015500001.0,30100.0,23,23K644
Transfer School,High school,11212,3036360007.0,92200.0,23,23K647
General Academic,Junior High-Intermediate-Middle,11233,3015280001.0,36900.0,23,23K664
General Academic,Junior High-Intermediate-Middle,11212,3035970011.0,89600.0,23,23K668
General Academic,Junior High-Intermediate-Middle,11212,3035420001.0,92400.0,23,23K671
General Academic,High school,11212,3035410001.0,92400.0,23,23K697
General Academic,Junior High-Intermediate-Middle,11373,4024500017.0,48900.0,24,24Q005
General Academic,Elementary,11373,4015380075.0,48500.0,24,24Q007
General Academic,Elementary,11377,4013490028.0,48300.0,24,24Q012
General Academic,Elementary,11373,4019010040.0,45700.0,24,24Q013
General Academic,Elementary,11368,4019540037.0,43900.0,24,24Q014
General Academic,Elementary,11368,4019850001.0,40300.0,24,24Q016
General Academic,Elementary,11368,4016070001.0,40900.0,24,24Q019
General Academic,Early Childhood,11368,4020030023.0,41500.0,24,24Q028
General Academic,K-8,11379,4029900045.0,66300.0,24,24Q049
General Academic,Elementary,11378,4028020001.0,49302.0,24,24Q058
General Academic,Junior High-Intermediate-Middle,11368,4018910032.0,44302.0,24,24Q061
General Academic,Elementary,11385,4035790001.0,55700.0,24,24Q068
General Academic,Elementary,11385,4034920007.0,59500.0,24,24Q071
General Academic,Junior High-Intermediate-Middle,11378,4025030031.0,49302.0,24,24Q073
General Academic,Junior High-Intermediate-Middle,11385,4035630023.0,55500.0,24,24Q077
General Academic,Elementary,11385,4034370001.0,54500.0,24,24Q081
General Academic,K-8,11379,4037820027.0,62100.0,24,24Q087
General Academic,Elementary,11385,4035340012.0,58500.0,24,24Q088
General Academic,Elementary,11373,4015140001.0,27100.0,24,24Q089
General Academic,Elementary,11385,4036830001.0,62500.0,24,24Q091
General Academic,Junior High-Intermediate-Middle,11385,4034900001.0,58900.0,24,24Q093
General Academic,K-8,11373,4028790031.0,47900.0,24,24Q102
General Academic,Elementary,11368,4016130017.0,37500.0,24,24Q110
General Academic,K-8,11385,4038460040.0,63700.0,24,24Q113
General Academic,K-8,11385,4038120020.0,63301.0,24,24Q119
General Academic,Junior High-Intermediate-Middle,11377,4022840006.0,23500.0,24,24Q125
General Academic,K-8,11379,4030270037.0,65900.0,24,24Q128
General Academic,Elementary,11368,4017560025.0,38100.0,24,24Q143
General Academic,Elementary,11378,4027320018.0,59900.0,24,24Q153
General Academic,Elementary,11104,4002060003.0,18900.0,24,24Q199
General Academic,Elementary,11368,4018910001.0,44302.0,24,24Q211
General Academic,Elementary,11377,4024230001.0,51300.0,24,24Q229
General Academic,High school,11373,4018490001.0,46100.0,24,24Q236
General Academic,Elementary,11385,4035610001.0,55300.0,24,24Q239
General Academic,High school,11101,4002740001.0,17900.0,24,24Q264
General Academic,High school,11101,4002740001.0,17900.0,24,24Q267
General Academic,Elementary,11385,4033650027.0,59500.0,24,24Q290
General Academic,High school,11373,4016000061.0,46300.0,24,24Q293
General Academic,High school,11373,4016000061.0,46300.0,24,24Q296
General Academic,High school,11101,4002740001.0,17900.0,24,24Q299
General Academic,Elementary,11385,4034280015.0,53900.0,24,24Q305
General Academic,Elementary,11368,4016080058.0,40700.0,24,24Q307
General Academic,Junior High-Intermediate-Middle,11368,4016280021.0,40900.0,24,24Q311
General Academic,Elementary,11368,4017250001.0,38100.0,24,24Q330
General Academic,District Pre-K Center,11385,4037030007.0,62900.0,24,24Q331
General Academic,Elementary,11104,4001690006.0,18102.0,24,24Q343
General Academic,High school,11373,4018490001.0,46100.0,24,24Q455
General Academic,High school,11385,4033630001.0,59500.0,24,24Q485
General Academic,High school,11101,4002490001.0,17900.0,24,24Q520
General Academic,High school,11101,4002490001.0,17900.0,24,24Q530
General Academic,High school,11368,4019630005.0,43701.0,24,24Q550
General Academic,Secondary School,11101,4002820001.0,19900.0,24,24Q560
General Academic,High school,11373,4028030001.0,49302.0,24,24Q585
Career Technical,High school,11101,4002280020.0,18900.0,24,24Q600
Career Technical,High school,11101,4002260001.0,17900.0,24,24Q610
Transfer School,High school,11373,4016000061.0,46300.0,24,24Q744
General Academic,Elementary,11355,4050470001.0,85500.0,25,25Q020
General Academic,Elementary,11354,4048030001.0,104700.0,25,25Q021
General Academic,Elementary,11355,4053280001.0,116700.0,25,25Q022
General Academic,Elementary,11355,4052010021.0,120500.0,25,25Q024
General Academic,Junior High-Intermediate-Middle,11358,4052610001.0,113900.0,25,25Q025
General Academic,Elementary,11356,4042290014.0,90700.0,25,25Q029
General Academic,Elementary,11358,4052560001.0,114100.0,25,25Q032
General Academic,Elementary,11357,4046470001.0,103900.0,25,25Q079
General Academic,Elementary,11358,4054460018.0,119500.0,25,25Q107
General Academic,Elementary,11355,4063730001.0,80301.0,25,25Q120
General Academic,Elementary,11356,4039760001.0,94500.0,25,25Q129
General Academic,Elementary,11361,4062030001.0,146300.0,26,25Q130
General Academic,Elementary,11366,4068340001.0,125700.0,25,25Q154
General Academic,Elementary,11365,4067260070.0,121500.0,25,25Q163
General Academic,K-8,11367,4066060002.0,77902.0,25,25Q164
General Academic,Elementary,11367,4066970012.0,77906.0,25,25Q165
General Academic,Elementary,11360,4058650050.0,99704.0,25,25Q169
General Academic,Elementary,11357,4057560001.0,101700.0,25,25Q184
General Academic,Junior High-Intermediate-Middle,11354,4048020001.0,104700.0,25,25Q185
General Academic,Junior High-Intermediate-Middle,11355,4050510027.0,86300.0,25,25Q189
General Academic,Elementary,11357,4045380001.0,98700.0,25,25Q193
General Academic,Junior High-Intermediate-Middle,11357,4047290001.0,102900.0,25,25Q194
General Academic,K-8,11365,4067890001.0,122701.0,25,25Q200
General Academic,Elementary,11367,4067920100.0,122702.0,25,25Q201
General Academic,Elementary,11357,4057340001.0,101700.0,25,25Q209
General Academic,Elementary,11354,4044130020.0,88901.0,25,25Q214
General Academic,K-8,11367,4065070001.0,80900.0,25,25Q219
General Academic,Junior High-Intermediate-Middle,11355,4051470001.0,84500.0,25,25Q237
General Academic,High school,11354,4050020001.0,116100.0,25,25Q240
General Academic,High school,11354,4050020001.0,116100.0,25,25Q241
General Academic,Early Childhood,11354,4043710173.0,88901.0,25,25Q242
General Academic,Early Childhood,11355,4051370043.0,79701.0,25,25Q244
General Academic,Junior High-Intermediate-Middle,11366,4068260001.0,125700.0,25,25Q250
General Academic,Secondary School,11366,4068260001.0,125700.0,25,25Q252
General Academic,High school,11355,4050510027.0,86300.0,25,25Q263
General Academic,Secondary School,11355,4051470001.0,84500.0,25,25Q281
General Academic,Secondary School,11358,4052610001.0,113900.0,25,25Q285
General Academic,Junior High-Intermediate-Middle,11360,4058650050.0,99704.0,25,25Q294
General Academic,Junior High-Intermediate-Middle,11356,4040890045.0,925.0,25,25Q379
General Academic,District Pre-K Center,11357,4041110088.0,94500.0,25,25Q409
General Academic,High school,11367,4065070001.0,80900.0,25,25Q425
General Academic,High school,11354,4050020001.0,116100.0,25,25Q460
General Academic,K-8,11367,4065070150.0,80900.0,25,25Q499
General Academic,High school,11367,4065070100.0,80900.0,25,25Q525
Transfer School,High school,11354,4049560055.0,88901.0,25,25Q540
General Academic,High school,11366,4068090056.0,77908.0,25,25Q670
Transfer School,High school,11367,4066290035.0,77903.0,25,25Q792
General Academic,Elementary,11427,4079550002.0,162100.0,26,26Q018
General Academic,Elementary,11365,4071170421.0,134700.0,26,26Q026
General Academic,Elementary,11361,4073160018.0,144700.0,26,26Q031
General Academic,Elementary,11361,4061210001.0,109700.0,26,26Q041
General Academic,Elementary,11364,4076190001.0,136700.0,26,26Q046
General Academic,Junior High-Intermediate-Middle,11362,4082210012.0,150701.0,26,26Q067
General Academic,Junior High-Intermediate-Middle,11364,4077230001.0,136700.0,26,26Q074
General Academic,Elementary,11363,4081350029.0,147900.0,26,26Q094
General Academic,Elementary,11363,4080820285.0,148300.0,26,26Q098
General Academic,Elementary,11004,4087170001.0,157902.0,26,26Q115
General Academic,Elementary,11426,4086160001.0,157101.0,26,26Q133
General Academic,Junior High-Intermediate-Middle,11361,4073120001.0,144700.0,26,26Q158
General Academic,Elementary,11361,4060380013.0,109900.0,26,26Q159
General Academic,Elementary,11364,4074100001.0,140901.0,26,26Q162
General Academic,Junior High-Intermediate-Middle,11004,4087310004.0,157902.0,26,26Q172
General Academic,Elementary,11365,4069270022.0,122300.0,26,26Q173
General Academic,K-8,11423,4072770001.0,127700.0,26,26Q178
General Academic,Elementary,11426,4084010375.0,155102.0,26,26Q186
General Academic,Elementary,11364,4077740165.0,129104.0,26,26Q188
General Academic,Elementary,11001,4088010014.0,157903.0,26,26Q191
General Academic,Elementary,11364,4074820317.0,138501.0,26,26Q203
General Academic,Elementary,11364,4077530001.0,129103.0,26,26Q205
General Academic,Elementary,11364,4076770001.0,137700.0,26,26Q213
General Academic,Junior High-Intermediate-Middle,11365,4069030001.0,134100.0,26,26Q216
General Academic,Elementary,11362,4082760620.0,152901.0,26,26Q221
General Academic,K-8,11426,4078700074.0,156700.0,26,26Q266
Career Technical,High school,11427,4079300002.0,130100.0,26,26Q315
General Academic,Elementary,11364,4073270028.0,144700.0,26,26Q376
General Academic,Elementary,11364,4074420001.0,1399.0,26,26Q390
General Academic,High school,11364,4075290001.0,138501.0,26,26Q415
General Academic,High school,11365,4068820001.0,141700.0,26,26Q430
General Academic,High school,11427,4079300002.0,130100.0,26,26Q435
General Academic,High school,11361,4060440001.0,109700.0,26,26Q495
General Academic,High school,11426,4078700072.0,156700.0,26,26Q566
General Academic,K-8,11692,4160390014.0,96400.0,27,27Q042
General Academic,K-8,11691,4158200001.0,99802.0,27,27Q043
General Academic,Elementary,11436,4121040001.0,78800.0,27,27Q045
General Academic,K-8,11694,4161840001.0,938.0,27,27Q047
General Academic,Early Childhood,11418,4093270026.0,12200.0,27,27Q051
General Academic,Junior High-Intermediate-Middle,11691,4155570025.0,103202.0,27,27Q053
General Academic,Elementary,11418,4092260057.0,13000.0,27,27Q056
General Academic,Elementary,11421,4089290058.0,1800.0,27,27Q060
General Academic,Elementary,11419,4094100001.0,11000.0,27,27Q062
General Academic,Elementary,11417,4091550025.0,5400.0,27,27Q063
General Academic,Elementary,11416,4090530014.0,4200.0,27,27Q064
General Academic,Elementary,11417,4091210011.0,4002.0,27,27Q065
General Academic,Elementary,11418,4091830001.0,2400.0,27,27Q066
General Academic,Elementary,11418,4092040028.0,12800.0,27,27Q090
General Academic,Elementary,11420,4116940027.0,18000.0,27,27Q096
General Academic,Elementary,11421,4088550020.0,1200.0,27,27Q097
General Academic,Elementary,11420,4116230001.0,10200.0,27,27Q100
General Academic,Elementary,11691,4156930001.0,100801.0,27,27Q104
General Academic,K-8,11691,4159740003.0,97203.0,27,27Q105
General Academic,Elementary,11691,4158610035.0,99200.0,27,27Q106
General Academic,Elementary,11420,4114750011.0,9600.0,27,27Q108
General Academic,K-8,11694,4162570001.0,92800.0,27,27Q114
General Academic,Elementary,11436,4120190010.0,18402.0,27,27Q123
General Academic,K-8,11420,4118820001.0,84602.0,27,27Q124
General Academic,Junior High-Intermediate-Middle,11417,4091720001.0,8600.0,27,27Q137
General Academic,K-8,11414,4141680016.0,88400.0,27,27Q146
General Academic,Elementary,11420,4116730001.0,17600.0,27,27Q155
General Academic,K-8,11693,4161120001.0,94202.0,27,27Q183
General Academic,Elementary,11691,4155970001.0,101002.0,27,27Q197
General Academic,Junior High-Intermediate-Middle,11417,4114030001.0,5800.0,27,27Q202
General Academic,K-8,11414,4140090060.0,89200.0,27,27Q207
General Academic,Junior High-Intermediate-Middle,11416,4090670001.0,3800.0,27,27Q210
General Academic,Elementary,11434,4120510020.0,18401.0,27,27Q223
General Academic,Junior High-Intermediate-Middle,11420,4117140100.0,84000.0,27,27Q226
General Academic,K-8,11414,4114450001.0,6202.0,27,27Q232
General Academic,Elementary,11691,4155410001.0,103202.0,27,27Q253
General Academic,Elementary,11418,4091770023.0,2400.0,27,27Q254
General Academic,High school,11691,4157360001.0,100802.0,27,27Q260
Transfer School,High school,11434,4122610001.0,29400.0,27,27Q261
General Academic,Secondary School,11694,4161670099.0,93800.0,27,27Q262
General Academic,Elementary,11418,4092880101.0,2800.0,27,27Q273
General Academic,Junior High-Intermediate-Middle,11691,4157360001.0,100802.0,27,27Q282
General Academic,Junior High-Intermediate-Middle,11420,4117140100.0,84000.0,27,27Q297
General Academic,High school,11691,4157360001.0,100802.0,27,27Q302
General Academic,Elementary,11421,4089750100.0,2000.0,27,27Q306
General Academic,High school,11417,4114030001.0,5800.0,27,27Q308
General Academic,Secondary School,11691,4157360001.0,100802.0,27,27Q309
General Academic,High school,11420,4117140100.0,84000.0,27,27Q314
General Academic,Elementary,11416,4090640031.0,3800.0,27,27Q316
General Academic,Elementary,11694,4161810001.0,93800.0,27,27Q317
General Academic,Junior High-Intermediate-Middle,11694,4161810001.0,93800.0,27,27Q318
General Academic,Junior High-Intermediate-Middle,11691,4155570025.0,103202.0,27,27Q319
General Academic,Secondary School,11694,4161590012.0,93800.0,27,27Q323
General Academic,High school,11694,4161670099.0,93800.0,27,27Q324
General Academic,K-8,11692,4158940011.0,97204.0,27,27Q333
General Academic,High school,11419,4094350016.0,12000.0,27,27Q334
General Academic,District Pre-K Center,11414,4113580001.0,4402.0,27,27Q336
General Academic,High school,11694,4161670099.0,93800.0,27,27Q351
General Academic,Elementary,11691,4157720031.0,99801.0,27,27Q362
