dbn,schoolName,cohortYear,cohort,numTotalCohort,numGrads,pctGrad
28Q350,JAMAICA GATEWAY TO THE SCIENCES,2016,4 year August,124,111.0,0.8951612854
28Q350,JAMAICA GATEWAY TO THE SCIENCES,2015,4 year August,126,115.0,0.9126984405999999
28Q350,JAMAICA GATEWAY TO THE SCIENCES,2014,4 year August,132,111.0,0.8409091187
28Q350,JAMAICA GATEWAY TO THE SCIENCES,2013,4 year August,145,121.0,0.8344827270999999
28Q350,JAMAICA GATEWAY TO THE SCIENCES,2012,4 year August,123,111.0,0.9024390411000001
28Q350,JAMAICA GATEWAY TO THE SCIENCES,2011,4 year August,131,118.0,0.9007633208999999
28Q350,JAMAICA GATEWAY TO THE SCIENCES,2010,4 year August,23,18.0,0.7826087189
28Q350,JAMAICA GATEWAY TO THE SCIENCES,2009,4 year August,40,38.0,0.95
28Q350,JAMAICA GATEWAY TO THE SCIENCES,2008,4 year August,40,39.0,0.975
28Q350,JAMAICA GATEWAY TO THE SCIENCES,2016,4 year June,124,108.0,0.8709677123999999
28Q350,JAMAICA GATEWAY TO THE SCIENCES,2015,4 year June,126,113.0,0.8968254089
28Q350,JAMAICA GATEWAY TO THE SCIENCES,2014,4 year June,132,109.0,0.8257575989
28Q350,JAMAICA GATEWAY TO THE SCIENCES,2013,4 year June,145,120.0,0.8275862122
28Q350,JAMAICA GATEWAY TO THE SCIENCES,2012,4 year June,123,109.0,0.8861788939999999
28Q350,JAMAICA GATEWAY TO THE SCIENCES,2011,4 year June,131,117.0,0.8931298065
28Q350,JAMAICA GATEWAY TO THE SCIENCES,2010,4 year June,23,18.0,0.7826087189
28Q350,JAMAICA GATEWAY TO THE SCIENCES,2009,4 year June,40,37.0,0.925
28Q350,JAMAICA GATEWAY TO THE SCIENCES,2008,4 year June,40,34.0,0.85
28Q350,JAMAICA GATEWAY TO THE SCIENCES,2015,5 year August,125,115.0,0.92
28Q350,JAMAICA GATEWAY TO THE SCIENCES,2014,5 year August,131,112.0,0.8549618529999999
28Q350,JAMAICA GATEWAY TO THE SCIENCES,2013,5 year August,142,123.0,0.8661972045999999
28Q350,JAMAICA GATEWAY TO THE SCIENCES,2012,5 year August,123,113.0,0.9186991882
28Q350,JAMAICA GATEWAY TO THE SCIENCES,2011,5 year August,129,120.0,0.9302325439000001
28Q350,JAMAICA GATEWAY TO THE SCIENCES,2010,5 year August,24,19.0,0.7916666412
28Q350,JAMAICA GATEWAY TO THE SCIENCES,2009,5 year August,40,40.0,1.0
28Q350,JAMAICA GATEWAY TO THE SCIENCES,2008,5 year August,40,39.0,0.975
28Q350,JAMAICA GATEWAY TO THE SCIENCES,2015,5 year June,125,115.0,0.92
28Q350,JAMAICA GATEWAY TO THE SCIENCES,2014,5 year June,131,112.0,0.8549618529999999
28Q350,JAMAICA GATEWAY TO THE SCIENCES,2013,5 year June,142,122.0,0.859154892
28Q350,JAMAICA GATEWAY TO THE SCIENCES,2012,5 year June,123,113.0,0.9186991882
28Q350,JAMAICA GATEWAY TO THE SCIENCES,2011,5 year June,129,120.0,0.9302325439000001
28Q350,JAMAICA GATEWAY TO THE SCIENCES,2010,5 year June,24,19.0,0.7916666412
28Q350,JAMAICA GATEWAY TO THE SCIENCES,2009,5 year June,40,39.0,0.975
28Q350,JAMAICA GATEWAY TO THE SCIENCES,2008,5 year June,40,39.0,0.975
28Q350,JAMAICA GATEWAY TO THE SCIENCES,2014,6 year June,131,112.0,0.8549618529999999
28Q350,JAMAICA GATEWAY TO THE SCIENCES,2013,6 year June,143,126.0,0.8811188507
28Q350,JAMAICA GATEWAY TO THE SCIENCES,2012,6 year June,123,114.0,0.9268292999000001
28Q350,JAMAICA GATEWAY TO THE SCIENCES,2011,6 year June,129,121.0,0.9379844666
28Q350,JAMAICA GATEWAY TO THE SCIENCES,2010,6 year June,24,19.0,0.7916666412
28Q350,JAMAICA GATEWAY TO THE SCIENCES,2009,6 year June,42,40.0,0.9523809814
28Q350,JAMAICA GATEWAY TO THE SCIENCES,2008,6 year June,40,39.0,0.975
28Q440,FOREST HILLS HIGH SCHOOL,2016,4 year August,897,817.0,0.9108138275000001
28Q440,FOREST HILLS HIGH SCHOOL,2015,4 year August,1013,878.0,0.8667324829
28Q440,FOREST HILLS HIGH SCHOOL,2014,4 year August,1043,950.0,0.9108341217
28Q440,FOREST HILLS HIGH SCHOOL,2013,4 year August,910,806.0,0.8857142639
28Q440,FOREST HILLS HIGH SCHOOL,2012,4 year August,942,835.0,0.8864118958
28Q440,FOREST HILLS HIGH SCHOOL,2011,4 year August,967,854.0,0.8831437683
28Q440,FOREST HILLS HIGH SCHOOL,2010,4 year August,929,785.0,0.8449945831
28Q440,FOREST HILLS HIGH SCHOOL,2009,4 year August,1101,952.0,0.8646685028000001
28Q440,FOREST HILLS HIGH SCHOOL,2008,4 year August,987,861.0,0.8723403931
28Q440,FOREST HILLS HIGH SCHOOL,2007,4 year August,1027,873.0,0.8500486755
28Q440,FOREST HILLS HIGH SCHOOL,2006,4 year August,959,833.0,0.8686131287000001
28Q440,FOREST HILLS HIGH SCHOOL,2005,4 year August,946,793.0,0.8382663727
28Q440,FOREST HILLS HIGH SCHOOL,2016,4 year June,897,793.0,0.8840579986999999
28Q440,FOREST HILLS HIGH SCHOOL,2015,4 year June,1013,827.0,0.8163869476000001
28Q440,FOREST HILLS HIGH SCHOOL,2014,4 year June,1043,905.0,0.8676893616
28Q440,FOREST HILLS HIGH SCHOOL,2013,4 year June,910,750.0,0.8241757965
28Q440,FOREST HILLS HIGH SCHOOL,2012,4 year June,942,790.0,0.8386412047999999
28Q440,FOREST HILLS HIGH SCHOOL,2011,4 year June,967,822.0,0.8500517273
28Q440,FOREST HILLS HIGH SCHOOL,2010,4 year June,929,752.0,0.80947258
28Q440,FOREST HILLS HIGH SCHOOL,2009,4 year June,1101,912.0,0.8283378601
28Q440,FOREST HILLS HIGH SCHOOL,2008,4 year June,987,820.0,0.8308003998
28Q440,FOREST HILLS HIGH SCHOOL,2007,4 year June,1027,840.0,0.8179162598
28Q440,FOREST HILLS HIGH SCHOOL,2006,4 year June,959,811.0,0.8456726073999999
28Q440,FOREST HILLS HIGH SCHOOL,2005,4 year June,946,758.0,0.8012684631
28Q440,FOREST HILLS HIGH SCHOOL,2004,4 year June,951,708.0,0.7444795227000001
28Q440,FOREST HILLS HIGH SCHOOL,2003,4 year June,901,656.0,0.7280799103
28Q440,FOREST HILLS HIGH SCHOOL,2002,4 year June,1061,752.0,0.7087653351000001
28Q440,FOREST HILLS HIGH SCHOOL,2001,4 year June,976,718.0,0.7356557465
28Q440,FOREST HILLS HIGH SCHOOL,2015,5 year August,1003,914.0,0.9112661743
28Q440,FOREST HILLS HIGH SCHOOL,2014,5 year August,1039,975.0,0.9384023285
28Q440,FOREST HILLS HIGH SCHOOL,2013,5 year August,901,841.0,0.9334072876
28Q440,FOREST HILLS HIGH SCHOOL,2012,5 year August,932,871.0,0.9345493317
28Q440,FOREST HILLS HIGH SCHOOL,2011,5 year August,956,882.0,0.9225941467
28Q440,FOREST HILLS HIGH SCHOOL,2010,5 year August,921,826.0,0.8968512726
28Q440,FOREST HILLS HIGH SCHOOL,2009,5 year August,1094,993.0,0.9076782227
28Q440,FOREST HILLS HIGH SCHOOL,2008,5 year August,988,882.0,0.8927125549
28Q440,FOREST HILLS HIGH SCHOOL,2007,5 year August,1018,900.0,0.8840864562999999
28Q440,FOREST HILLS HIGH SCHOOL,2006,5 year August,949,858.0,0.9041095734
28Q440,FOREST HILLS HIGH SCHOOL,2015,5 year June,1003,906.0,0.9032901001
28Q440,FOREST HILLS HIGH SCHOOL,2014,5 year June,1039,970.0,0.9335900116000001
28Q440,FOREST HILLS HIGH SCHOOL,2013,5 year June,901,839.0,0.9311875916
28Q440,FOREST HILLS HIGH SCHOOL,2012,5 year June,932,867.0,0.9302574921
28Q440,FOREST HILLS HIGH SCHOOL,2011,5 year June,956,880.0,0.9205020905000001
28Q440,FOREST HILLS HIGH SCHOOL,2010,5 year June,921,821.0,0.891422348
28Q440,FOREST HILLS HIGH SCHOOL,2009,5 year June,1094,987.0,0.9021937561
28Q440,FOREST HILLS HIGH SCHOOL,2008,5 year June,988,879.0,0.8896761322000001
28Q440,FOREST HILLS HIGH SCHOOL,2007,5 year June,1018,892.0,0.8762278748
28Q440,FOREST HILLS HIGH SCHOOL,2006,5 year June,949,851.0,0.8967333984
28Q440,FOREST HILLS HIGH SCHOOL,2005,5 year June,947,818.0,0.8637803649999999
28Q440,FOREST HILLS HIGH SCHOOL,2004,5 year June,948,792.0,0.8354430388999999
28Q440,FOREST HILLS HIGH SCHOOL,2003,5 year June,901,752.0,0.8346282196
28Q440,FOREST HILLS HIGH SCHOOL,2002,5 year June,1061,840.0,0.7917059326
28Q440,FOREST HILLS HIGH SCHOOL,2001,5 year June,976,791.0,0.8104508209
28Q440,FOREST HILLS HIGH SCHOOL,2014,6 year June,1040,983.0,0.945192337
28Q440,FOREST HILLS HIGH SCHOOL,2013,6 year June,901,848.0,0.9411764526
28Q440,FOREST HILLS HIGH SCHOOL,2012,6 year June,930,877.0,0.943010788
28Q440,FOREST HILLS HIGH SCHOOL,2011,6 year June,955,888.0,0.9298429108
28Q440,FOREST HILLS HIGH SCHOOL,2010,6 year June,919,834.0,0.9075081635
28Q440,FOREST HILLS HIGH SCHOOL,2009,6 year June,1090,1000.0,0.9174311829
28Q440,FOREST HILLS HIGH SCHOOL,2008,6 year June,988,887.0,0.8977732849
28Q440,FOREST HILLS HIGH SCHOOL,2007,6 year June,1015,906.0,0.8926108551
28Q440,FOREST HILLS HIGH SCHOOL,2006,6 year June,953,862.0,0.9045121002000001
28Q440,FOREST HILLS HIGH SCHOOL,2005,6 year June,945,832.0,0.8804232788
28Q440,FOREST HILLS HIGH SCHOOL,2004,6 year June,950,805.0,0.8473683929000001
28Q440,FOREST HILLS HIGH SCHOOL,2003,6 year June,911,766.0,0.8408342743
28Q440,FOREST HILLS HIGH SCHOOL,2002,6 year June,1061,864.0,0.8143260956
28Q440,FOREST HILLS HIGH SCHOOL,2001,6 year June,976,807.0,0.8268442535
28Q470,JAMAICA HS,2010,4 year August,48,19.0,0.3958333206
28Q470,JAMAICA HS,2009,4 year August,218,96.0,0.4403669739
28Q470,JAMAICA HS,2008,4 year August,258,83.0,0.3217054367
28Q470,JAMAICA HS,2007,4 year August,374,196.0,0.5240641785
28Q470,JAMAICA HS,2006,4 year August,394,206.0,0.5228426360999999
28Q470,JAMAICA HS,2005,4 year August,462,247.0,0.5346320343
28Q470,JAMAICA HS,2010,4 year June,48,19.0,0.3958333206
28Q470,JAMAICA HS,2009,4 year June,218,86.0,0.39449543
28Q470,JAMAICA HS,2008,4 year June,258,73.0,0.2829457283
28Q470,JAMAICA HS,2007,4 year June,374,169.0,0.4518716431
28Q470,JAMAICA HS,2006,4 year June,394,190.0,0.48223350519999997
28Q470,JAMAICA HS,2005,4 year June,462,222.0,0.4805194855
28Q470,JAMAICA HS,2004,4 year June,523,206.0,0.3938814545
28Q470,JAMAICA HS,2003,4 year June,584,269.0,0.4606164551
28Q470,JAMAICA HS,2002,4 year June,583,243.0,0.41680961609999995
28Q470,JAMAICA HS,2001,4 year June,524,201.0,0.3835877991
28Q470,JAMAICA HS,2010,5 year August,47,19.0,0.4042553329
28Q470,JAMAICA HS,2009,5 year August,190,102.0,0.5368421173
28Q470,JAMAICA HS,2008,5 year August,248,110.0,0.44354839320000006
28Q470,JAMAICA HS,2007,5 year August,360,215.0,0.5972222137
28Q470,JAMAICA HS,2006,5 year August,403,231.0,0.5732009888
28Q470,JAMAICA HS,2010,5 year June,47,19.0,0.4042553329
28Q470,JAMAICA HS,2009,5 year June,190,102.0,0.5368421173
28Q470,JAMAICA HS,2008,5 year June,248,106.0,0.4274193573
28Q470,JAMAICA HS,2007,5 year June,360,212.0,0.5888888931
28Q470,JAMAICA HS,2006,5 year June,403,225.0,0.558312645
28Q470,JAMAICA HS,2005,5 year June,459,285.0,0.6209150314
28Q470,JAMAICA HS,2004,5 year June,518,281.0,0.5424710464
28Q470,JAMAICA HS,2003,5 year June,584,333.0,0.5702054977000001
28Q470,JAMAICA HS,2002,5 year June,583,314.0,0.538593483
28Q470,JAMAICA HS,2001,5 year June,524,261.0,0.49809162139999996
28Q470,JAMAICA HS,2010,6 year June,47,19.0,0.4042553329
28Q470,JAMAICA HS,2009,6 year June,188,102.0,0.5425531768999999
28Q470,JAMAICA HS,2008,6 year June,244,119.0,0.4877049255
28Q470,JAMAICA HS,2007,6 year June,356,217.0,0.6095505524
28Q470,JAMAICA HS,2006,6 year June,400,238.0,0.595
28Q470,JAMAICA HS,2005,6 year June,456,292.0,0.6403508759000001
28Q470,JAMAICA HS,2004,6 year June,533,316.0,0.5928705597
28Q470,JAMAICA HS,2003,6 year June,584,354.0,0.6061643982
28Q470,JAMAICA HS,2002,6 year June,583,337.0,0.5780445862
28Q470,JAMAICA HS,2001,6 year June,524,276.0,0.5267175674
28Q505,HILLCREST HIGH SCHOOL,2016,4 year August,822,616.0,0.7493917084
28Q505,HILLCREST HIGH SCHOOL,2015,4 year August,798,623.0,0.7807017517
28Q505,HILLCREST HIGH SCHOOL,2014,4 year August,838,599.0,0.7147971343999999
28Q505,HILLCREST HIGH SCHOOL,2013,4 year August,848,620.0,0.7311320496
28Q505,HILLCREST HIGH SCHOOL,2012,4 year August,777,563.0,0.7245817565999999
28Q505,HILLCREST HIGH SCHOOL,2011,4 year August,765,578.0,0.7555555725
28Q505,HILLCREST HIGH SCHOOL,2010,4 year August,796,594.0,0.7462311554
28Q505,HILLCREST HIGH SCHOOL,2009,4 year August,762,547.0,0.7178477478
28Q505,HILLCREST HIGH SCHOOL,2008,4 year August,826,589.0,0.7130750275
28Q505,HILLCREST HIGH SCHOOL,2007,4 year August,908,687.0,0.7566078949
28Q505,HILLCREST HIGH SCHOOL,2006,4 year August,766,531.0,0.6932115173
28Q505,HILLCREST HIGH SCHOOL,2005,4 year August,869,597.0,0.6869965363
28Q505,HILLCREST HIGH SCHOOL,2016,4 year June,822,605.0,0.7360097503999999
28Q505,HILLCREST HIGH SCHOOL,2015,4 year June,798,593.0,0.7431077576
28Q505,HILLCREST HIGH SCHOOL,2014,4 year June,838,566.0,0.6754176330999999
28Q505,HILLCREST HIGH SCHOOL,2013,4 year June,848,588.0,0.6933962250000001
28Q505,HILLCREST HIGH SCHOOL,2012,4 year June,777,518.0,0.6666666412
28Q505,HILLCREST HIGH SCHOOL,2011,4 year June,765,524.0,0.6849673462
28Q505,HILLCREST HIGH SCHOOL,2010,4 year June,796,538.0,0.675879364
28Q505,HILLCREST HIGH SCHOOL,2009,4 year June,762,514.0,0.6745407104000001
28Q505,HILLCREST HIGH SCHOOL,2008,4 year June,826,570.0,0.6900726318
28Q505,HILLCREST HIGH SCHOOL,2007,4 year June,908,621.0,0.6839206696
28Q505,HILLCREST HIGH SCHOOL,2006,4 year June,766,490.0,0.6396866989
28Q505,HILLCREST HIGH SCHOOL,2005,4 year June,869,541.0,0.6225546646
28Q505,HILLCREST HIGH SCHOOL,2004,4 year June,767,437.0,0.5697522736
28Q505,HILLCREST HIGH SCHOOL,2003,4 year June,756,430.0,0.5687830734
28Q505,HILLCREST HIGH SCHOOL,2002,4 year June,831,481.0,0.5788206862999999
28Q505,HILLCREST HIGH SCHOOL,2001,4 year June,726,393.0,0.5413223267
28Q505,HILLCREST HIGH SCHOOL,2015,5 year August,787,664.0,0.8437103270999999
28Q505,HILLCREST HIGH SCHOOL,2014,5 year August,821,641.0,0.7807551574999999
28Q505,HILLCREST HIGH SCHOOL,2013,5 year August,840,659.0,0.7845237732
28Q505,HILLCREST HIGH SCHOOL,2012,5 year August,758,613.0,0.8087071228
28Q505,HILLCREST HIGH SCHOOL,2011,5 year August,759,610.0,0.8036890411000001
28Q505,HILLCREST HIGH SCHOOL,2010,5 year August,787,627.0,0.7966963196000001
28Q505,HILLCREST HIGH SCHOOL,2009,5 year August,756,599.0,0.7923280334
28Q505,HILLCREST HIGH SCHOOL,2008,5 year August,811,637.0,0.785450058
28Q505,HILLCREST HIGH SCHOOL,2007,5 year August,895,722.0,0.8067038727000001
28Q505,HILLCREST HIGH SCHOOL,2006,5 year August,774,568.0,0.7338500977
28Q505,HILLCREST HIGH SCHOOL,2015,5 year June,787,663.0,0.8424396514999999
28Q505,HILLCREST HIGH SCHOOL,2014,5 year June,821,633.0,0.7710109710999999
28Q505,HILLCREST HIGH SCHOOL,2013,5 year June,840,650.0,0.7738095092999999
28Q505,HILLCREST HIGH SCHOOL,2012,5 year June,758,605.0,0.7981529999
28Q505,HILLCREST HIGH SCHOOL,2011,5 year June,759,602.0,0.79314888
28Q505,HILLCREST HIGH SCHOOL,2010,5 year June,787,623.0,0.7916136932000001
28Q505,HILLCREST HIGH SCHOOL,2009,5 year June,756,586.0,0.7751322937
28Q505,HILLCREST HIGH SCHOOL,2008,5 year June,811,623.0,0.7681874084
28Q505,HILLCREST HIGH SCHOOL,2007,5 year June,895,717.0,0.8011173248
28Q505,HILLCREST HIGH SCHOOL,2006,5 year June,774,563.0,0.7273902130000001
28Q505,HILLCREST HIGH SCHOOL,2005,5 year June,870,624.0,0.7172413634999999
28Q505,HILLCREST HIGH SCHOOL,2004,5 year June,774,523.0,0.6757106018000001
28Q505,HILLCREST HIGH SCHOOL,2003,5 year June,756,515.0,0.6812169647
28Q505,HILLCREST HIGH SCHOOL,2002,5 year June,831,568.0,0.6835138702000001
28Q505,HILLCREST HIGH SCHOOL,2001,5 year June,726,463.0,0.6377410507
28Q505,HILLCREST HIGH SCHOOL,2014,6 year June,812,660.0,0.8128078461
28Q505,HILLCREST HIGH SCHOOL,2013,6 year June,840,672.0,0.8
28Q505,HILLCREST HIGH SCHOOL,2012,6 year June,758,620.0,0.8179419708000001
28Q505,HILLCREST HIGH SCHOOL,2011,6 year June,753,625.0,0.8300132751
28Q505,HILLCREST HIGH SCHOOL,2010,6 year June,782,640.0,0.8184143066
28Q505,HILLCREST HIGH SCHOOL,2009,6 year June,754,612.0,0.8116710663000001
28Q505,HILLCREST HIGH SCHOOL,2008,6 year June,809,647.0,0.7997528076
28Q505,HILLCREST HIGH SCHOOL,2007,6 year June,889,730.0,0.8211473846
28Q505,HILLCREST HIGH SCHOOL,2006,6 year June,765,580.0,0.7581699371
28Q505,HILLCREST HIGH SCHOOL,2005,6 year June,871,643.0,0.7382318877999999
28Q505,HILLCREST HIGH SCHOOL,2004,6 year June,782,546.0,0.6982096862999999
28Q505,HILLCREST HIGH SCHOOL,2003,6 year June,758,530.0,0.6992084503
28Q505,HILLCREST HIGH SCHOOL,2002,6 year June,831,586.0,0.7051744843000001
28Q505,HILLCREST HIGH SCHOOL,2001,6 year June,726,488.0,0.6721762848
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2016,4 year August,501,473.0,0.9441117859000001
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2015,4 year August,517,477.0,0.9226305388999999
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2014,4 year August,491,451.0,0.9185336304
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2013,4 year August,499,443.0,0.8877755736999999
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2012,4 year August,512,475.0,0.927734375
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2011,4 year August,508,454.0,0.8937007904
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2010,4 year August,541,477.0,0.881700592
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2009,4 year August,574,479.0,0.8344947815
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2008,4 year August,539,463.0,0.8589981079000001
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2007,4 year August,622,544.0,0.8745980835
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2006,4 year August,819,717.0,0.8754578399999999
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2005,4 year August,624,556.0,0.8910256194999999
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2016,4 year June,501,463.0,0.9241516876
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2015,4 year June,517,473.0,0.9148936462
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2014,4 year June,491,443.0,0.9022402954000001
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2013,4 year June,499,431.0,0.8637274170000001
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2012,4 year June,512,461.0,0.900390625
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2011,4 year June,508,436.0,0.8582677459999999
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2010,4 year June,541,457.0,0.8447319794000001
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2009,4 year June,574,467.0,0.8135888672
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2008,4 year June,539,453.0,0.8404452514999999
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2007,4 year June,622,523.0,0.8408360291
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2006,4 year June,819,695.0,0.8485958861999999
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2005,4 year June,624,553.0,0.8862179564999999
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2004,4 year June,490,396.0,0.8081632996
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2003,4 year June,518,438.0,0.8455598449999999
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2002,4 year June,513,444.0,0.8654970551
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2001,4 year June,542,438.0,0.8081180573000001
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2015,5 year August,515,485.0,0.9417475890999999
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2014,5 year August,491,457.0,0.9307535552999999
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2013,5 year August,498,463.0,0.9297188568
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2012,5 year August,510,486.0,0.9529412078999999
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2011,5 year August,504,464.0,0.9206349182
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2010,5 year August,535,494.0,0.9233644866999999
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2009,5 year August,571,501.0,0.8774080658
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2008,5 year August,537,476.0,0.8864059448
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2007,5 year August,618,548.0,0.8867314148
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2006,5 year August,822,736.0,0.8953771209999999
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2015,5 year June,515,484.0,0.9398058319
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2014,5 year June,491,457.0,0.9307535552999999
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2013,5 year June,498,455.0,0.9136546326
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2012,5 year June,510,484.0,0.9490196228000001
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2011,5 year June,504,462.0,0.9166666412
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2010,5 year June,535,491.0,0.9177570342999999
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2009,5 year June,571,498.0,0.8721540833
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2008,5 year June,537,472.0,0.8789571381000001
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2007,5 year June,618,547.0,0.8851132964999999
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2006,5 year June,822,733.0,0.8917275238000001
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2005,5 year June,621,559.0,0.9001610565
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2004,5 year June,490,416.0,0.8489795685
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2003,5 year June,518,469.0,0.905405426
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2002,5 year June,513,462.0,0.9005847931
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2001,5 year June,542,471.0,0.8690036774
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2014,6 year June,490,458.0,0.9346939087
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2013,6 year June,497,467.0,0.9396378326
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2012,6 year June,510,489.0,0.9588235474
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2011,6 year June,504,468.0,0.9285713959
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2010,6 year June,535,494.0,0.9233644866999999
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2009,6 year June,571,507.0,0.8879159546
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2008,6 year June,533,483.0,0.9061914063000001
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2007,6 year June,619,553.0,0.8933763885
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2006,6 year June,817,738.0,0.9033047485
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2005,6 year June,620,568.0,0.9161289978
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2004,6 year June,492,421.0,0.8556910705999999
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2003,6 year June,520,475.0,0.9134615326
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2002,6 year June,513,467.0,0.9103314209
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,2001,6 year June,542,475.0,0.8763837433
28Q680,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,2016,4 year August,92,89.0,0.9673912811
28Q680,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,2015,4 year August,96,92.0,0.9583333588
28Q680,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,2014,4 year August,100,97.0,0.97
28Q680,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,2013,4 year August,109,105.0,0.9633027649
28Q680,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,2012,4 year August,124,120.0,0.9677419281
28Q680,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,2011,4 year August,133,130.0,0.9774436188
28Q680,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,2010,4 year August,122,116.0,0.9508197021
28Q680,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,2009,4 year August,128,124.0,0.96875
